"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"5","2","11","4","7","6","9","8","10","12","1","3","12.0","1.0"
"2","3","9","5","8","4","6","7","10","11","1","12","nan","nan"
"4","2","10","5","7","3","9","6","11","12","1","8","nan","nan"
"2","3","9","5","7","4","8","10","11","12","1","6","nan","nan"
"2","3","11","7","6","9","5","10","12","1","8","skipped","nan","nan"
"3","2","10","6","7","5","9","4","11","12","1","8","nan","nan"
"3","2","10","7","5","4","8","9","12","11","1","6","nan","nan"
"7","2","11","6","5","3","4","12","8","skipped","skipped","skipped","nan","nan"
"4","2","10","5","7","3","9","8","12","11","1","6","nan","nan"
"3","4","10","6","8","2","9","5","11","12","1","7","nan","nan"
"3","2","10","5","7","4","9","6","11","12","1","8","nan","nan"
"3","2","10","6","7","4","9","8","12","11","1","5","nan","nan"
"3","4","11","5","6","2","9","8","10","12","1","7","nan","nan"
"3","2","10","5","8","4","9","6","11","12","1","7","nan","nan"
"3","2","11","7","8","4","9","6","10","12","1","5","nan","nan"
"3","2","10","6","8","4","9","5","11","12","1","7","nan","nan"
"5","2","10","6","8","3","9","4","11","12","1","7","nan","nan"
"3","2","10","7","8","4","9","5","11","12","1","6","nan","nan"
"4","2","9","5","6","3","10","8","11","12","1","7","nan","nan"
"4","2","11","5","7","3","9","8","12","1","6","skipped","nan","nan"
"5","3","12","6","8","2","11","4","10","9","1","7","nan","nan"
"4","2","11","6","8","5","9","3","12","10","1","7","nan","nan"
"6","2","10","5","7","3","9","4","11","12","1","8","nan","nan"
"4","2","10","7","6","3","9","5","12","11","1","8","nan","nan"
"4","2","10","6","8","5","9","3","11","12","1","7","nan","nan"
"3","2","10","6","7","4","9","5","11","12","1","8","nan","nan"
"3","2","9","4","5","8","6","11","10","1","7","skipped","nan","nan"
"5","3","9","4","6","2","8","10","11","12","1","7","nan","nan"
"4","2","11","8","7","3","9","5","10","12","1","6","nan","nan"
"4","2","10","5","6","3","9","7","11","12","1","8","nan","nan"
"4","2","10","6","7","3","9","5","12","11","1","8","nan","nan"
"6","2","10","7","5","3","8","4","12","11","1","9","nan","nan"
"4","2","10","5","6","3","8","7","11","12","1","9","nan","nan"
"3","2","11","8","4","9","12","1","skipped","skipped","skipped","skipped","nan","nan"
"5","4","12","3","9","2","8","6","11","10","1","7","nan","nan"
"8","7","10","9","5","4","11","12","1","skipped","skipped","skipped","nan","nan"
"3","2","10","6","8","4","9","5","11","12","1","7","nan","nan"
"4","3","10","6","8","2","9","5","12","11","1","7","nan","nan"
"3","2","10","5","7","4","9","8","11","12","1","6","nan","nan"
"6","3","12","5","9","2","8","4","11","10","1","7","nan","nan"
"4","2","10","5","7","3","9","6","12","11","1","8","nan","nan"
"4","2","10","5","6","3","9","7","11","12","1","8","nan","nan"
"6","2","10","5","8","4","9","3","11","12","1","7","nan","nan"
"5","2","10","6","7","3","9","4","11","12","1","8","nan","nan"
"4","2","11","5","6","3","9","7","12","10","1","8","nan","nan"
"3","2","11","5","9","4","8","7","10","12","1","6","nan","nan"
"4","2","10","6","7","3","9","5","11","12","1","8","nan","nan"
"3","2","11","5","6","4","8","9","12","10","1","7","nan","nan"
"5","2","11","7","6","3","9","4","10","12","1","8","nan","nan"
