ballotID,Precinct,Ballot Style,rank1,rank2,rank3,Num cands,Num seats
600001,205111,UOCAVA,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
600002,205111,UOCAVA,"Crafts, Lydia V.","Levesque, David J.",skipped,3,1
600003,211111,UOCAVA,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
600004,204111,UOCAVA,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
600005,204111,UOCAVA,"Pieh, Wendy","Crafts, Lydia V.",skipped,3,1
600006,204111,UOCAVA,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
600007,205111,UOCAVA,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
600008,205111,UOCAVA,"Crafts, Lydia V.",skipped,skipped,3,1
600009,211111,UOCAVA,"Pieh, Wendy","Crafts, Lydia V.",skipped,3,1
600050,Nobleboro,Unscanned,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
600051,Monhegan,Unscanned,"Pieh, Wendy","Levesque, David J.","Crafts, Lydia V.",3,1
600052,Bristol,Unscanned,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
600053,Bristol,Unscanned,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
600054,Newcastle,Unscanned,"Crafts, Lydia V.","Levesque, David J.","Pieh, Wendy",3,1
600055,Newcastle,Unscanned,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
600056,Newcastle,Unscanned,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
600057,Newcastle,Unscanned,"Crafts, Lydia V.","Levesque, David J.","Pieh, Wendy",3,1
600058,Newcastle,Unscanned,"Crafts, Lydia V.","Levesque, David J.","Pieh, Wendy",3,1
600059,Newcastle,Unscanned,"Pieh, Wendy",skipped,skipped,3,1
600060,Bremen,Unscanned,"Pieh, Wendy","Levesque, David J.","Crafts, Lydia V.",3,1
600061,Bremen,Unscanned,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
600062,Bremen,Unscanned,"Pieh, Wendy",skipped,skipped,3,1
600063,Bremen,Unscanned,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
145771,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy",skipped,skipped,3,1
145773,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Levesque, David J.","Pieh, Wendy",3,1
145781,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
145787,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
145790,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Levesque, David J.","Pieh, Wendy",3,1
145857,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy",skipped,skipped,3,1
145879,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Levesque, David J.","Pieh, Wendy",3,1
145922,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
145975,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
145978,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
145989,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Levesque, David J.","Pieh, Wendy",3,1
145998,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
146001,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy","Crafts, Lydia V.",skipped,3,1
146011,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Levesque, David J.","Pieh, Wendy",3,1
146024,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy",skipped,skipped,3,1
146034,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
146050,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy","Crafts, Lydia V.","Levesque, David J.",3,1
146110,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy","Levesque, David J.","Crafts, Lydia V.",3,1
146156,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Pieh, Wendy","Levesque, David J.",3,1
146227,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy",skipped,skipped,3,1
146253,South Bristol W1,DEM Ballot Style 56,"Crafts, Lydia V.","Levesque, David J.",skipped,3,1
146255,South Bristol W1,DEM Ballot Style 56,"Pieh, Wendy",skipped,skipped,3,1
