,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,numSeats,numCands
21,Enrolment/NAMAV,Enrolment/NAMAV,3685,Formal,MP,BELL Robert,skipped,skipped,1,3
22,Enrolment/NAMAV,Enrolment/NAMAV,3686,Formal,MP,BELL Robert,skipped,skipped,1,3
23,Enrolment/NAMAV,Enrolment/NAMAV,3687,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
24,Enrolment/NAMAV,Enrolment/NAMAV,3688,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
25,Enrolment/NAMAV,Enrolment/NAMAV,3689,Formal,MP,BELL Robert,skipped,skipped,1,3
26,Enrolment/NAMAV,Enrolment/NAMAV,3690,Formal,MP,BELL Robert,skipped,skipped,1,3
27,Enrolment/NAMAV,Enrolment/NAMAV,3691,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
28,Enrolment/NAMAV,Enrolment/NAMAV,3692,Formal,MP,BELL Robert,skipped,skipped,1,3
29,Enrolment/NAMAV,Enrolment/NAMAV,3693,Formal,MP,BELL Robert,skipped,skipped,1,3
30,Enrolment/NAMAV,Enrolment/NAMAV,3694,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
31,Enrolment/NAMAV,Enrolment/NAMAV,3695,Formal,MP,BELL Robert,skipped,skipped,1,3
32,Enrolment/NAMAV,Enrolment/NAMAV,3696,Formal,MP,BELL Robert,skipped,skipped,1,3
33,Enrolment/NAMAV,Enrolment/NAMAV,3697,Formal,MP,BELL Robert,skipped,skipped,1,3
34,Enrolment/NAMAV,Enrolment/NAMAV,3698,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
35,Enrolment/NAMAV,Enrolment/NAMAV,3699,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
36,Enrolment/NAMAV,Enrolment/NAMAV,3700,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
37,Enrolment/NAMAV,Enrolment/NAMAV,3701,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
38,Enrolment/NAMAV,Enrolment/NAMAV,3702,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
39,Enrolment/NAMAV,Enrolment/NAMAV,3703,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
40,Enrolment/NAMAV,Enrolment/NAMAV,3704,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
41,Enrolment/NAMAV,Enrolment/NAMAV,3705,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,3
42,Enrolment/NAMAV,Enrolment/NAMAV,3706,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
43,Enrolment/NAMAV,Enrolment/NAMAV,3707,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
44,Enrolment/NAMAV,Enrolment/NAMAV,3708,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,3
45,Enrolment/NAMAV,Enrolment/NAMAV,3709,Formal,MP,STRUTT Isabel,skipped,skipped,1,3
46,Enrolment/NAMAV,Enrolment/NAMAV,3710,Formal,MP,STRUTT Isabel,LEDGER Natasha,BELL Robert,1,3
47,Enrolment/NAMAV,Enrolment/NAMAV,3711,Formal,MP,STRUTT Isabel,LEDGER Natasha,BELL Robert,1,3
48,Enrolment/NAMAV,Enrolment/NAMAV,3712,Formal,MP,STRUTT Isabel,skipped,skipped,1,3
49,Enrolment/NAMAV,Enrolment/NAMAV,3713,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,3
50,Enrolment/NAMAV,Enrolment/NAMAV,3714,Formal,MP,STRUTT Isabel,LEDGER Natasha,BELL Robert,1,3
51,Enrolment/NAMAV,Enrolment/NAMAV,3715,Formal,MP,STRUTT Isabel,skipped,skipped,1,3
52,Enrolment/NAMAV,Enrolment/NAMAV,3716,Formal,MP,STRUTT Isabel,skipped,skipped,1,3
53,Enrolment/NAMAV,Enrolment/NAMAV,3717,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,3
54,Enrolment/NAMAV,Enrolment/NAMAV,3718,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
55,Enrolment/NAMAV,Enrolment/NAMAV,3719,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
56,Enrolment/NAMAV,Enrolment/NAMAV,3720,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
57,Enrolment/NAMAV,Enrolment/NAMAV,3721,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
58,Enrolment/NAMAV,Enrolment/NAMAV,3722,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
59,Enrolment/NAMAV,Enrolment/NAMAV,3723,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,3
60,Enrolment/NAMAV,Enrolment/NAMAV,3724,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
61,Enrolment/NAMAV,Enrolment/NAMAV,3725,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
62,Enrolment/NAMAV,Enrolment/NAMAV,3726,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
63,Enrolment/NAMAV,Enrolment/NAMAV,3727,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
64,Enrolment/NAMAV,Enrolment/NAMAV,3728,Formal,MP,LEDGER Natasha,STRUTT Isabel,skipped,1,3
65,Enrolment/NAMAV,Enrolment/NAMAV,3729,Formal,MP,BELL Robert,skipped,skipped,1,3
66,Enrolment/NAMAV,Enrolment/NAMAV,3730,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
67,Enrolment/NAMAV,Enrolment/NAMAV,3731,Formal,MP,BELL Robert,skipped,skipped,1,3
68,Enrolment/NAMAV,Enrolment/NAMAV,3732,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
69,Enrolment/NAMAV,Enrolment/NAMAV,3733,Formal,MP,BELL Robert,skipped,skipped,1,3
70,Enrolment/NAMAV,Enrolment/NAMAV,3734,Formal,MP,BELL Robert,skipped,skipped,1,3
71,Enrolment/NAMAV,Enrolment/NAMAV,3735,Formal,MP,BELL Robert,skipped,skipped,1,3
72,Enrolment/NAMAV,Enrolment/NAMAV,3736,Formal,MP,BELL Robert,skipped,skipped,1,3
73,Enrolment/NAMAV,Enrolment/NAMAV,3737,Formal,MP,BELL Robert,skipped,skipped,1,3
74,Enrolment/NAMAV,Enrolment/NAMAV,3738,Formal,MP,BELL Robert,skipped,skipped,1,3
75,Enrolment/NAMAV,Enrolment/NAMAV,3739,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,3
76,Enrolment/NAMAV,Enrolment/NAMAV,3740,Formal,MP,BELL Robert,skipped,skipped,1,3
77,Enrolment/NAMAV,Enrolment/NAMAV,3741,Formal,MP,BELL Robert,skipped,skipped,1,3
78,Enrolment/NAMAV,Enrolment/NAMAV,3742,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
79,Enrolment/NAMAV,Enrolment/NAMAV,3743,Formal,MP,BELL Robert,skipped,skipped,1,3
80,Enrolment/NAMAV,Enrolment/NAMAV,3744,Formal,MP,BELL Robert,skipped,skipped,1,3
81,Enrolment/NAMAV,Enrolment/NAMAV,3745,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
82,Enrolment/NAMAV,Enrolment/NAMAV,3746,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
83,Enrolment/NAMAV,Enrolment/NAMAV,3747,Formal,MP,BELL Robert,skipped,skipped,1,3
84,Enrolment/NAMAV,Enrolment/NAMAV,3748,Formal,MP,BELL Robert,skipped,skipped,1,3
85,Enrolment/NAMAV,Enrolment/NAMAV,3749,Formal,MP,BELL Robert,skipped,skipped,1,3
86,Enrolment/NAMAV,Enrolment/NAMAV,3750,Formal,MP,BELL Robert,skipped,skipped,1,3
87,Enrolment/NAMAV,Enrolment/NAMAV,3751,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
88,Enrolment/NAMAV,Enrolment/NAMAV,3752,Formal,MP,BELL Robert,skipped,skipped,1,3
89,Enrolment/NAMAV,Enrolment/NAMAV,3753,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
90,Enrolment/NAMAV,Enrolment/NAMAV,3754,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
91,Enrolment/NAMAV,Enrolment/NAMAV,3755,Formal,MP,BELL Robert,skipped,skipped,1,3
92,Enrolment/NAMAV,Enrolment/NAMAV,3756,Formal,MP,BELL Robert,skipped,skipped,1,3
93,Enrolment/NAMAV,Enrolment/NAMAV,3757,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
94,Enrolment/NAMAV,Enrolment/NAMAV,3758,Formal,MP,BELL Robert,skipped,skipped,1,3
95,Enrolment/NAMAV,Enrolment/NAMAV,3759,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
96,Enrolment/NAMAV,Enrolment/NAMAV,3760,Formal,MP,BELL Robert,skipped,skipped,1,3
97,Enrolment/NAMAV,Enrolment/NAMAV,3761,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
98,Enrolment/NAMAV,Enrolment/NAMAV,3762,Formal,MP,BELL Robert,skipped,skipped,1,3
99,Enrolment/NAMAV,Enrolment/NAMAV,3763,Formal,MP,STRUTT Isabel,LEDGER Natasha,BELL Robert,1,3
100,Enrolment/NAMAV,Enrolment/NAMAV,3764,Formal,MP,STRUTT Isabel,skipped,skipped,1,3
101,Enrolment/NAMAV,Enrolment/NAMAV,3765,Formal,MP,STRUTT Isabel,BELL Robert,skipped,1,3
102,Enrolment/NAMAV,Enrolment/NAMAV,3766,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,3
103,Enrolment/NAMAV,Enrolment/NAMAV,3767,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,3
104,Enrolment/NAMAV,Enrolment/NAMAV,3768,Formal,MP,STRUTT Isabel,skipped,skipped,1,3
105,Enrolment/NAMAV,Enrolment/NAMAV,3769,Formal,MP,STRUTT Isabel,BELL Robert,LEDGER Natasha,1,3
106,Enrolment/NAMAV,Enrolment/NAMAV,3770,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
107,PP,Arding Uniting,194,Formal,MP,BELL Robert,skipped,skipped,1,3
108,PP,Arding Uniting,195,Formal,MP,BELL Robert,skipped,skipped,1,3
109,PP,Arding Uniting,196,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
110,PP,Arding Uniting,197,Formal,MP,BELL Robert,skipped,skipped,1,3
111,PP,Arding Uniting,198,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
112,PP,Arding Uniting,199,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
113,PP,Arding Uniting,200,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
114,PP,Arding Uniting,201,Formal,MP,BELL Robert,skipped,skipped,1,3
115,PP,Arding Uniting,202,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
116,PP,Arding Uniting,203,Formal,MP,BELL Robert,skipped,skipped,1,3
117,PP,Arding Uniting,204,Formal,MP,BELL Robert,skipped,skipped,1,3
118,PP,Arding Uniting,205,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
119,PP,Arding Uniting,206,Formal,MP,BELL Robert,skipped,skipped,1,3
120,PP,Arding Uniting,207,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
121,PP,Arding Uniting,208,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
122,PP,Arding Uniting,209,Formal,MP,BELL Robert,skipped,skipped,1,3
123,PP,Arding Uniting,210,Formal,MP,BELL Robert,skipped,skipped,1,3
124,PP,Arding Uniting,211,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
125,PP,Arding Uniting,212,Formal,MP,BELL Robert,skipped,skipped,1,3
126,PP,Arding Uniting,213,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,3
127,PP,Arding Uniting,214,Formal,MP,BELL Robert,skipped,skipped,1,3
128,PP,Arding Uniting,215,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,3
129,PP,Arding Uniting,216,Formal,MP,BELL Robert,skipped,skipped,1,3
130,PP,Arding Uniting,217,Formal,MP,BELL Robert,skipped,skipped,1,3
131,PP,Arding Uniting,218,Formal,MP,BELL Robert,skipped,skipped,1,3
132,PP,Arding Uniting,219,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
133,PP,Arding Uniting,220,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
134,PP,Arding Uniting,221,Formal,MP,BELL Robert,skipped,skipped,1,3
135,PP,Arding Uniting,222,Formal,MP,BELL Robert,skipped,skipped,1,3
136,PP,Arding Uniting,223,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
137,PP,Arding Uniting,224,Formal,MP,BELL Robert,skipped,skipped,1,3
138,PP,Arding Uniting,225,Formal,MP,BELL Robert,skipped,skipped,1,3
139,PP,Arding Uniting,226,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
140,PP,Arding Uniting,227,Formal,MP,BELL Robert,skipped,skipped,1,3
141,PP,Arding Uniting,228,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
142,PP,Arding Uniting,229,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
143,PP,Arding Uniting,230,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
144,PP,Arding Uniting,231,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
145,PP,Arding Uniting,232,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,3
146,PP,Arding Uniting,233,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
147,PP,Arding Uniting,234,Formal,MP,BELL Robert,skipped,skipped,1,3
148,PP,Arding Uniting,235,Formal,MP,BELL Robert,skipped,skipped,1,3
149,PP,Arding Uniting,236,Formal,MP,BELL Robert,skipped,skipped,1,3
150,PP,Arding Uniting,237,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
151,PP,Arding Uniting,238,Formal,MP,BELL Robert,skipped,skipped,1,3
152,PP,Arding Uniting,239,Formal,MP,BELL Robert,skipped,skipped,1,3
153,PP,Arding Uniting,240,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
154,PP,Arding Uniting,241,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
155,PP,Arding Uniting,242,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
156,PP,Arding Uniting,243,Formal,MP,BELL Robert,skipped,skipped,1,3
157,PP,Arding Uniting,244,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
158,PP,Arding Uniting,245,Formal,MP,BELL Robert,skipped,skipped,1,3
159,PP,Arding Uniting,246,Formal,MP,BELL Robert,skipped,skipped,1,3
160,PP,Arding Uniting,247,Formal,MP,BELL Robert,skipped,skipped,1,3
161,PP,Arding Uniting,248,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
162,PP,Arding Uniting,249,Formal,MP,BELL Robert,skipped,skipped,1,3
163,PP,Arding Uniting,250,Formal,MP,BELL Robert,skipped,skipped,1,3
164,PP,Arding Uniting,251,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
165,PP,Arding Uniting,252,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
166,PP,Arding Uniting,253,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
167,PP,Arding Uniting,254,Formal,MP,BELL Robert,skipped,skipped,1,3
168,PP,Arding Uniting,255,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
169,PP,Arding Uniting,256,Formal,MP,BELL Robert,skipped,skipped,1,3
170,PP,Arding Uniting,257,Formal,MP,BELL Robert,skipped,skipped,1,3
171,PP,Arding Uniting,258,Formal,MP,BELL Robert,skipped,skipped,1,3
172,PP,Arding Uniting,259,Formal,MP,BELL Robert,skipped,skipped,1,3
173,PP,Arding Uniting,260,Formal,MP,BELL Robert,skipped,skipped,1,3
174,PP,Arding Uniting,261,Formal,MP,BELL Robert,skipped,skipped,1,3
175,PP,Arding Uniting,262,Formal,MP,BELL Robert,skipped,skipped,1,3
176,PP,Arding Uniting,263,Formal,MP,BELL Robert,skipped,skipped,1,3
177,PP,Arding Uniting,264,Formal,MP,BELL Robert,skipped,skipped,1,3
178,PP,Arding Uniting,265,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
179,PP,Arding Uniting,266,Formal,MP,BELL Robert,skipped,skipped,1,3
180,PP,Arding Uniting,267,Formal,MP,BELL Robert,skipped,skipped,1,3
181,PP,Arding Uniting,268,Formal,MP,BELL Robert,skipped,skipped,1,3
182,PP,Arding Uniting,269,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
183,PP,Arding Uniting,270,Formal,MP,BELL Robert,skipped,skipped,1,3
184,PP,Arding Uniting,271,Formal,MP,BELL Robert,skipped,skipped,1,3
185,PP,Arding Uniting,272,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
186,PP,Arding Uniting,273,Formal,MP,BELL Robert,skipped,skipped,1,3
187,PP,Arding Uniting,274,Formal,MP,BELL Robert,skipped,skipped,1,3
188,PP,Arding Uniting,275,Formal,MP,BELL Robert,skipped,skipped,1,3
189,PP,Arding Uniting,276,Formal,MP,BELL Robert,skipped,skipped,1,3
190,PP,Arding Uniting,277,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
191,PP,Arding Uniting,278,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
192,PP,Arding Uniting,279,Formal,MP,BELL Robert,skipped,skipped,1,3
193,PP,Arding Uniting,280,Formal,MP,BELL Robert,LEDGER Natasha,skipped,1,3
194,PP,Arding Uniting,281,Formal,MP,BELL Robert,skipped,skipped,1,3
195,PP,Arding Uniting,282,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
196,PP,Arding Uniting,283,Formal,MP,BELL Robert,LEDGER Natasha,STRUTT Isabel,1,3
197,PP,Arding Uniting,284,Formal,MP,BELL Robert,skipped,skipped,1,3
198,PP,Arding Uniting,285,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
199,PP,Arding Uniting,286,Formal,MP,BELL Robert,STRUTT Isabel,LEDGER Natasha,1,3
200,PP,Arding Uniting,287,Formal,MP,BELL Robert,skipped,skipped,1,3
201,PP,Arding Uniting,288,Formal,MP,BELL Robert,skipped,skipped,1,3
202,PP,Arding Uniting,289,Formal,MP,BELL Robert,STRUTT Isabel,skipped,1,3
203,PP,Arding Uniting,290,Formal,MP,BELL Robert,skipped,skipped,1,3
204,PP,Arding Uniting,291,Formal,MP,BELL Robert,skipped,skipped,1,3
205,PP,Arding Uniting,292,Formal,MP,BELL Robert,skipped,skipped,1,3
206,PP,Arding Uniting,293,Formal,MP,BELL Robert,skipped,skipped,1,3
207,PP,Arding Uniting,294,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
208,PP,Arding Uniting,295,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
209,PP,Arding Uniting,296,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
210,PP,Arding Uniting,297,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
211,PP,Arding Uniting,298,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
212,PP,Arding Uniting,299,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
213,PP,Arding Uniting,300,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,3
214,PP,Arding Uniting,301,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
215,PP,Arding Uniting,302,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
216,PP,Arding Uniting,303,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
217,PP,Arding Uniting,304,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
218,PP,Arding Uniting,305,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
219,PP,Arding Uniting,306,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
220,PP,Arding Uniting,307,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
221,PP,Arding Uniting,308,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,3
222,PP,Arding Uniting,309,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
223,PP,Arding Uniting,310,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
224,PP,Arding Uniting,311,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
225,PP,Arding Uniting,312,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
226,PP,Arding Uniting,313,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
227,PP,Arding Uniting,314,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
228,PP,Arding Uniting,315,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
229,PP,Arding Uniting,316,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
230,PP,Arding Uniting,317,Formal,MP,STRUTT Isabel,skipped,skipped,1,3
231,PP,Arding Uniting,318,Formal,MP,LEDGER Natasha,STRUTT Isabel,skipped,1,3
232,PP,Arding Uniting,319,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
233,PP,Arding Uniting,320,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
234,PP,Arding Uniting,321,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
235,PP,Arding Uniting,322,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
236,PP,Arding Uniting,323,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
237,PP,Arding Uniting,324,Formal,MP,LEDGER Natasha,BELL Robert,skipped,1,3
238,PP,Arding Uniting,325,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
239,PP,Arding Uniting,326,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
240,PP,Arding Uniting,327,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
241,PP,Arding Uniting,328,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
242,PP,Arding Uniting,329,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
243,PP,Arding Uniting,330,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
244,PP,Arding Uniting,331,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
245,PP,Arding Uniting,332,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
246,PP,Arding Uniting,333,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
247,PP,Arding Uniting,334,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
248,PP,Arding Uniting,335,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
249,PP,Arding Uniting,336,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
250,PP,Arding Uniting,337,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
251,PP,Arding Uniting,338,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
252,PP,Arding Uniting,339,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
253,PP,Arding Uniting,340,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
254,PP,Arding Uniting,341,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
255,PP,Arding Uniting,342,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
256,PP,Arding Uniting,343,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
257,PP,Arding Uniting,344,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
258,PP,Arding Uniting,345,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
259,PP,Arding Uniting,346,Formal,MP,LEDGER Natasha,BELL Robert,STRUTT Isabel,1,3
260,PP,Arding Uniting,347,Formal,MP,LEDGER Natasha,STRUTT Isabel,skipped,1,3
261,PP,Arding Uniting,348,Formal,MP,LEDGER Natasha,STRUTT Isabel,BELL Robert,1,3
262,PP,Arding Uniting,349,Formal,MP,STRUTT Isabel,skipped,skipped,1,3
263,PP,Arding Uniting,350,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
264,PP,Arding Uniting,351,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
265,PP,Arding Uniting,352,Formal,MP,LEDGER Natasha,STRUTT Isabel,skipped,1,3
266,PP,Arding Uniting,353,Formal,MP,LEDGER Natasha,skipped,skipped,1,3
