,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
653,Enrolment/NAMAV,Enrolment/NAMAV,25725,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
654,Enrolment/NAMAV,Enrolment/NAMAV,25726,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
655,Enrolment/NAMAV,Enrolment/NAMAV,25727,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
656,Enrolment/NAMAV,Enrolment/NAMAV,25728,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
657,Enrolment/NAMAV,Enrolment/NAMAV,25729,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
658,Enrolment/NAMAV,Enrolment/NAMAV,25730,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,1,5
659,Enrolment/NAMAV,Enrolment/NAMAV,25731,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
660,Enrolment/NAMAV,Enrolment/NAMAV,25732,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,WILLIAMS Keith,CADWALLADER Sharon,1,5
661,Enrolment/NAMAV,Enrolment/NAMAV,25733,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
662,Enrolment/NAMAV,Enrolment/NAMAV,25734,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
663,Enrolment/NAMAV,Enrolment/NAMAV,25735,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,1,5
664,Enrolment/NAMAV,Enrolment/NAMAV,25736,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
665,Enrolment/NAMAV,Enrolment/NAMAV,25737,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
666,Enrolment/NAMAV,Enrolment/NAMAV,25738,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
667,Enrolment/NAMAV,Enrolment/NAMAV,25739,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
668,Enrolment/NAMAV,Enrolment/NAMAV,25740,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
669,Enrolment/NAMAV,Enrolment/NAMAV,25741,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
670,Enrolment/NAMAV,Enrolment/NAMAV,25742,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
671,Enrolment/NAMAV,Enrolment/NAMAV,25743,Formal,MP,MCCARTHY Steve,WILLIAMS Keith,skipped,skipped,skipped,1,5
672,Enrolment/NAMAV,Enrolment/NAMAV,25744,Formal,MP,MCCARTHY Steve,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,1,5
673,Enrolment/NAMAV,Enrolment/NAMAV,25745,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
674,Enrolment/NAMAV,Enrolment/NAMAV,25746,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,skipped,1,5
675,Enrolment/NAMAV,Enrolment/NAMAV,25747,Formal,MP,MCCARTHY Steve,WILLIAMS Keith,CADWALLADER Sharon,JOHNSTON Eoin,JOHNSON Jeff,1,5
676,Enrolment/NAMAV,Enrolment/NAMAV,25748,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
677,Enrolment/NAMAV,Enrolment/NAMAV,25749,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,JOHNSON Jeff,WILLIAMS Keith,CADWALLADER Sharon,1,5
678,Enrolment/NAMAV,Enrolment/NAMAV,25750,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,WILLIAMS Keith,1,5
679,Enrolment/NAMAV,Enrolment/NAMAV,25751,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
680,Enrolment/NAMAV,Enrolment/NAMAV,25752,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,CADWALLADER Sharon,JOHNSTON Eoin,WILLIAMS Keith,1,5
681,Enrolment/NAMAV,Enrolment/NAMAV,25753,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,CADWALLADER Sharon,JOHNSTON Eoin,1,5
682,Enrolment/NAMAV,Enrolment/NAMAV,25754,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
683,Enrolment/NAMAV,Enrolment/NAMAV,25755,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
684,Enrolment/NAMAV,Enrolment/NAMAV,25756,Formal,MP,MCCARTHY Steve,WILLIAMS Keith,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,1,5
685,Enrolment/NAMAV,Enrolment/NAMAV,25757,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
686,Enrolment/NAMAV,Enrolment/NAMAV,25758,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
687,Enrolment/NAMAV,Enrolment/NAMAV,25759,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
688,Enrolment/NAMAV,Enrolment/NAMAV,25760,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
689,Enrolment/NAMAV,Enrolment/NAMAV,25761,Formal,MP,MCCARTHY Steve,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,1,5
690,Enrolment/NAMAV,Enrolment/NAMAV,25762,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
691,Enrolment/NAMAV,Enrolment/NAMAV,25763,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
692,Enrolment/NAMAV,Enrolment/NAMAV,25764,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
693,Enrolment/NAMAV,Enrolment/NAMAV,25765,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
694,Enrolment/NAMAV,Enrolment/NAMAV,25766,Formal,MP,MCCARTHY Steve,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,1,5
695,Enrolment/NAMAV,Enrolment/NAMAV,25767,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,skipped,skipped,skipped,1,5
696,Enrolment/NAMAV,Enrolment/NAMAV,25768,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
697,Enrolment/NAMAV,Enrolment/NAMAV,25769,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
698,Enrolment/NAMAV,Enrolment/NAMAV,25770,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
699,Enrolment/NAMAV,Enrolment/NAMAV,25771,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
700,Enrolment/NAMAV,Enrolment/NAMAV,25772,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
701,Enrolment/NAMAV,Enrolment/NAMAV,25773,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
702,Enrolment/NAMAV,Enrolment/NAMAV,25774,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
703,Enrolment/NAMAV,Enrolment/NAMAV,25775,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
704,Enrolment/NAMAV,Enrolment/NAMAV,25776,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
705,Enrolment/NAMAV,Enrolment/NAMAV,25777,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
706,Enrolment/NAMAV,Enrolment/NAMAV,25778,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
707,Enrolment/NAMAV,Enrolment/NAMAV,25779,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,1,5
708,Enrolment/NAMAV,Enrolment/NAMAV,25780,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
709,Enrolment/NAMAV,Enrolment/NAMAV,25781,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
710,Enrolment/NAMAV,Enrolment/NAMAV,25782,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,1,5
711,Enrolment/NAMAV,Enrolment/NAMAV,25783,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,5
712,Enrolment/NAMAV,Enrolment/NAMAV,25784,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,CADWALLADER Sharon,JOHNSTON Eoin,1,5
713,Enrolment/NAMAV,Enrolment/NAMAV,25785,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,1,5
714,Enrolment/NAMAV,Enrolment/NAMAV,25786,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
715,Enrolment/NAMAV,Enrolment/NAMAV,25787,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
716,Enrolment/NAMAV,Enrolment/NAMAV,25788,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
717,Enrolment/NAMAV,Enrolment/NAMAV,25789,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
718,Enrolment/NAMAV,Enrolment/NAMAV,25790,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
719,Enrolment/NAMAV,Enrolment/NAMAV,25791,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
720,Enrolment/NAMAV,Enrolment/NAMAV,25792,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
721,Enrolment/NAMAV,Enrolment/NAMAV,25793,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
722,Enrolment/NAMAV,Enrolment/NAMAV,25794,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
723,Enrolment/NAMAV,Enrolment/NAMAV,25795,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
724,Enrolment/NAMAV,Enrolment/NAMAV,25796,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
725,Enrolment/NAMAV,Enrolment/NAMAV,25797,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
726,Enrolment/NAMAV,Enrolment/NAMAV,25798,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
727,Enrolment/NAMAV,Enrolment/NAMAV,25799,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,1,5
728,Enrolment/NAMAV,Enrolment/NAMAV,25800,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
729,Enrolment/NAMAV,Enrolment/NAMAV,25801,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,5
730,Enrolment/NAMAV,Enrolment/NAMAV,25802,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,1,5
731,Enrolment/NAMAV,Enrolment/NAMAV,25803,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
732,Enrolment/NAMAV,Enrolment/NAMAV,25804,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
733,Enrolment/NAMAV,Enrolment/NAMAV,25805,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
734,Enrolment/NAMAV,Enrolment/NAMAV,25806,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,CADWALLADER Sharon,1,5
735,Enrolment/NAMAV,Enrolment/NAMAV,25807,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
736,Enrolment/NAMAV,Enrolment/NAMAV,25808,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
737,Enrolment/NAMAV,Enrolment/NAMAV,25809,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,CADWALLADER Sharon,1,5
738,Enrolment/NAMAV,Enrolment/NAMAV,25810,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
739,Enrolment/NAMAV,Enrolment/NAMAV,25811,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
740,Enrolment/NAMAV,Enrolment/NAMAV,25812,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,CADWALLADER Sharon,1,5
741,Enrolment/NAMAV,Enrolment/NAMAV,25813,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,skipped,skipped,skipped,1,5
742,Enrolment/NAMAV,Enrolment/NAMAV,25814,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,WILLIAMS Keith,1,5
743,Enrolment/NAMAV,Enrolment/NAMAV,25815,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,1,5
744,Enrolment/NAMAV,Enrolment/NAMAV,25816,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
745,Enrolment/NAMAV,Enrolment/NAMAV,25817,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
746,Enrolment/NAMAV,Enrolment/NAMAV,25818,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
747,Enrolment/NAMAV,Enrolment/NAMAV,25819,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
748,Enrolment/NAMAV,Enrolment/NAMAV,25820,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
749,Enrolment/NAMAV,Enrolment/NAMAV,25821,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,5
750,Enrolment/NAMAV,Enrolment/NAMAV,25822,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
751,Enrolment/NAMAV,Enrolment/NAMAV,25823,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,1,5
752,Enrolment/NAMAV,Enrolment/NAMAV,25824,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
753,Enrolment/NAMAV,Enrolment/NAMAV,25825,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
754,Enrolment/NAMAV,Enrolment/NAMAV,25826,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
755,Enrolment/NAMAV,Enrolment/NAMAV,25827,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
756,Enrolment/NAMAV,Enrolment/NAMAV,25828,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
757,Enrolment/NAMAV,Enrolment/NAMAV,25829,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
758,Enrolment/NAMAV,Enrolment/NAMAV,25830,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,skipped,skipped,skipped,1,5
759,Enrolment/NAMAV,Enrolment/NAMAV,25831,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
760,Enrolment/NAMAV,Enrolment/NAMAV,25832,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
761,Enrolment/NAMAV,Enrolment/NAMAV,25833,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,WILLIAMS Keith,1,5
762,Enrolment/NAMAV,Enrolment/NAMAV,25834,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
763,Enrolment/NAMAV,Enrolment/NAMAV,25835,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,1,5
764,Enrolment/NAMAV,Enrolment/NAMAV,25836,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
765,Enrolment/NAMAV,Enrolment/NAMAV,25837,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,1,5
766,Enrolment/NAMAV,Enrolment/NAMAV,25838,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
767,Enrolment/NAMAV,Enrolment/NAMAV,25839,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
768,Enrolment/NAMAV,Enrolment/NAMAV,25840,Formal,MP,MCCARTHY Steve,WILLIAMS Keith,JOHNSTON Eoin,CADWALLADER Sharon,JOHNSON Jeff,1,5
769,Enrolment/NAMAV,Enrolment/NAMAV,25841,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
770,Enrolment/NAMAV,Enrolment/NAMAV,25842,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
771,Enrolment/NAMAV,Enrolment/NAMAV,25843,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
772,Enrolment/NAMAV,Enrolment/NAMAV,25844,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,skipped,skipped,skipped,1,5
773,Enrolment/NAMAV,Enrolment/NAMAV,25845,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
774,Enrolment/NAMAV,Enrolment/NAMAV,25846,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
775,Enrolment/NAMAV,Enrolment/NAMAV,25847,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
776,Enrolment/NAMAV,Enrolment/NAMAV,25848,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,1,5
777,Enrolment/NAMAV,Enrolment/NAMAV,25849,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,WILLIAMS Keith,1,5
778,Enrolment/NAMAV,Enrolment/NAMAV,25850,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,skipped,skipped,skipped,1,5
779,Enrolment/NAMAV,Enrolment/NAMAV,25851,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
780,Enrolment/NAMAV,Enrolment/NAMAV,25852,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
781,Enrolment/NAMAV,Enrolment/NAMAV,25853,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
782,Enrolment/NAMAV,Enrolment/NAMAV,25854,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
783,Enrolment/NAMAV,Enrolment/NAMAV,25855,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
784,Enrolment/NAMAV,Enrolment/NAMAV,25856,Formal,MP,MCCARTHY Steve,WILLIAMS Keith,skipped,skipped,skipped,1,5
785,Enrolment/NAMAV,Enrolment/NAMAV,25857,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
786,Enrolment/NAMAV,Enrolment/NAMAV,25858,Formal,MP,MCCARTHY Steve,JOHNSTON Eoin,skipped,skipped,skipped,1,5
787,Enrolment/NAMAV,Enrolment/NAMAV,25859,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
788,Enrolment/NAMAV,Enrolment/NAMAV,25860,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
789,Enrolment/NAMAV,Enrolment/NAMAV,25861,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
790,Enrolment/NAMAV,Enrolment/NAMAV,25862,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
791,Enrolment/NAMAV,Enrolment/NAMAV,25863,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,skipped,skipped,1,5
792,Enrolment/NAMAV,Enrolment/NAMAV,25864,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
793,Enrolment/NAMAV,Enrolment/NAMAV,25865,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
794,Enrolment/NAMAV,Enrolment/NAMAV,25866,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
795,Enrolment/NAMAV,Enrolment/NAMAV,25867,Formal,MP,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,skipped,1,5
796,Enrolment/NAMAV,Enrolment/NAMAV,25868,Formal,MP,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,skipped,1,5
797,Enrolment/NAMAV,Enrolment/NAMAV,25869,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
798,Enrolment/NAMAV,Enrolment/NAMAV,25870,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
799,Enrolment/NAMAV,Enrolment/NAMAV,25871,Formal,MP,MCCARTHY Steve,skipped,skipped,skipped,skipped,1,5
800,Enrolment/NAMAV,Enrolment/NAMAV,25872,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
801,Enrolment/NAMAV,Enrolment/NAMAV,25873,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
802,Enrolment/NAMAV,Enrolment/NAMAV,25874,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
803,Enrolment/NAMAV,Enrolment/NAMAV,25875,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
804,Enrolment/NAMAV,Enrolment/NAMAV,25876,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
805,Enrolment/NAMAV,Enrolment/NAMAV,25877,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,skipped,skipped,skipped,1,5
806,Enrolment/NAMAV,Enrolment/NAMAV,25878,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,1,5
807,Enrolment/NAMAV,Enrolment/NAMAV,25879,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
808,Enrolment/NAMAV,Enrolment/NAMAV,25880,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
809,Enrolment/NAMAV,Enrolment/NAMAV,25881,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
810,Enrolment/NAMAV,Enrolment/NAMAV,25882,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,5
811,Enrolment/NAMAV,Enrolment/NAMAV,25883,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,1,5
812,Enrolment/NAMAV,Enrolment/NAMAV,25884,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
813,Enrolment/NAMAV,Enrolment/NAMAV,25885,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,CADWALLADER Sharon,1,5
814,Enrolment/NAMAV,Enrolment/NAMAV,25886,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
815,Enrolment/NAMAV,Enrolment/NAMAV,25887,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
816,Enrolment/NAMAV,Enrolment/NAMAV,25888,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,JOHNSTON Eoin,1,5
817,Enrolment/NAMAV,Enrolment/NAMAV,25889,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
818,Enrolment/NAMAV,Enrolment/NAMAV,25890,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
819,Enrolment/NAMAV,Enrolment/NAMAV,25891,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,1,5
820,Enrolment/NAMAV,Enrolment/NAMAV,25892,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
821,Enrolment/NAMAV,Enrolment/NAMAV,25893,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
822,Enrolment/NAMAV,Enrolment/NAMAV,25894,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
823,Enrolment/NAMAV,Enrolment/NAMAV,25895,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,5
824,Enrolment/NAMAV,Enrolment/NAMAV,25896,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
825,Enrolment/NAMAV,Enrolment/NAMAV,25897,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
826,Enrolment/NAMAV,Enrolment/NAMAV,25898,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,5
827,Enrolment/NAMAV,Enrolment/NAMAV,25899,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
828,Enrolment/NAMAV,Enrolment/NAMAV,25900,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
829,Enrolment/NAMAV,Enrolment/NAMAV,25901,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,1,5
830,Enrolment/NAMAV,Enrolment/NAMAV,25902,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
831,Enrolment/NAMAV,Enrolment/NAMAV,25903,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,JOHNSON Jeff,JOHNSTON Eoin,MCCARTHY Steve,1,5
832,Enrolment/NAMAV,Enrolment/NAMAV,25904,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,1,5
833,Enrolment/NAMAV,Enrolment/NAMAV,25905,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
834,Enrolment/NAMAV,Enrolment/NAMAV,25906,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,1,5
835,Enrolment/NAMAV,Enrolment/NAMAV,25907,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,skipped,skipped,skipped,1,5
