voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,John ROSS Scottish National Party (SNP),Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Helen TONER Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,4
1,John ROSS Scottish National Party (SNP),Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Helen TONER Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,4
2,John ROSS Scottish National Party (SNP),Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Helen TONER Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,4
3,John ROSS Scottish National Party (SNP),Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Helen TONER Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,4
4,Lynne NAILON Scottish Conservative and Unionist,Celine HANDIBODE Scottish Labour Party,Helen TONER Scottish National Party (SNP),skipped,skipped,4
5,Lynne NAILON Scottish Conservative and Unionist,Celine HANDIBODE Scottish Labour Party,Helen TONER Scottish National Party (SNP),skipped,skipped,4
6,John ROSS Scottish National Party (SNP),Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,skipped,skipped,4
7,John ROSS Scottish National Party (SNP),Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,skipped,skipped,4
8,John ROSS Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,skipped,skipped,skipped,4
9,John ROSS Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,skipped,skipped,skipped,4
10,John ROSS Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,skipped,skipped,skipped,4
11,John ROSS Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,skipped,skipped,skipped,4
12,John ROSS Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,skipped,skipped,skipped,4
13,John ROSS Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,skipped,skipped,skipped,4
14,John ROSS Scottish National Party (SNP),Gavin Wylie KEATT Scottish Labour Party,Celine HANDIBODE Scottish Labour Party,Helen TONER Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,4
15,John ROSS Scottish National Party (SNP),Gavin Wylie KEATT Scottish Labour Party,Celine HANDIBODE Scottish Labour Party,Helen TONER Scottish National Party (SNP),Lynne NAILON Scottish Conservative and Unionist,4
16,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
17,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
18,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
19,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
20,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
21,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
22,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
23,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
24,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
25,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
26,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
27,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
28,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
29,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
30,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
31,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
32,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
33,Celine HANDIBODE Scottish Labour Party,Gavin Wylie KEATT Scottish Labour Party,Lynne NAILON Scottish Conservative and Unionist,Helen TONER Scottish National Party (SNP),John ROSS Scottish National Party (SNP),4
