voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
0,Grant FERGUSON (SNP) Party (SNP),Joe FAGAN Scottish (Lab) Party,Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Alex BROWN Scottish (Con) and Unionist,Tom BRYSON Scottish (LD),Kristofer KEANE (Ind),3,7
1,Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),Joe FAGAN Scottish (Lab) Party,Tom BRYSON Scottish (LD),Grant FERGUSON (SNP) Party (SNP),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,3,7
2,Joe FAGAN Scottish (Lab) Party,Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),skipped,skipped,skipped,skipped,3,7
3,Joe FAGAN Scottish (Lab) Party,Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),skipped,skipped,skipped,skipped,3,7
4,Joe FAGAN Scottish (Lab) Party,Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),skipped,skipped,skipped,skipped,3,7
5,Joe FAGAN Scottish (Lab) Party,Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),skipped,skipped,skipped,skipped,3,7
6,Kristofer KEANE (Ind),Grant FERGUSON (SNP) Party (SNP),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Tom BRYSON Scottish (LD),Joe FAGAN Scottish (Lab) Party,Alex BROWN Scottish (Con) and Unionist,3,7
7,Alex BROWN Scottish (Con) and Unionist,Tom BRYSON Scottish (LD),Tam MITCHELL Scottish (Lab) Party,Kristofer KEANE (Ind),skipped,skipped,skipped,3,7
8,Kristofer KEANE (Ind),Joe FAGAN Scottish (Lab) Party,Tom BRYSON Scottish (LD),Tam MITCHELL Scottish (Lab) Party,Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),skipped,3,7
9,Joe FAGAN Scottish (Lab) Party,Tam MITCHELL Scottish (Lab) Party,Tom BRYSON Scottish (LD),Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Alex BROWN Scottish (Con) and Unionist,3,7
10,Joe FAGAN Scottish (Lab) Party,Tam MITCHELL Scottish (Lab) Party,Tom BRYSON Scottish (LD),Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Alex BROWN Scottish (Con) and Unionist,3,7
11,Joe FAGAN Scottish (Lab) Party,Tam MITCHELL Scottish (Lab) Party,Tom BRYSON Scottish (LD),Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Alex BROWN Scottish (Con) and Unionist,3,7
12,Joe FAGAN Scottish (Lab) Party,Tam MITCHELL Scottish (Lab) Party,Tom BRYSON Scottish (LD),Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Alex BROWN Scottish (Con) and Unionist,3,7
13,Joe FAGAN Scottish (Lab) Party,Tam MITCHELL Scottish (Lab) Party,Tom BRYSON Scottish (LD),Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Alex BROWN Scottish (Con) and Unionist,3,7
14,Joe FAGAN Scottish (Lab) Party,Tam MITCHELL Scottish (Lab) Party,Tom BRYSON Scottish (LD),Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Alex BROWN Scottish (Con) and Unionist,3,7
15,Alex BROWN Scottish (Con) and Unionist,Tom BRYSON Scottish (LD),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,Grant FERGUSON (SNP) Party (SNP),Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),3,7
16,Alex BROWN Scottish (Con) and Unionist,Tom BRYSON Scottish (LD),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,Grant FERGUSON (SNP) Party (SNP),Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),3,7
17,Grant FERGUSON (SNP) Party (SNP),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Kristofer KEANE (Ind),Tom BRYSON Scottish (LD),Joe FAGAN Scottish (Lab) Party,skipped,3,7
18,Alex BROWN Scottish (Con) and Unionist,Tom BRYSON Scottish (LD),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,skipped,skipped,skipped,3,7
19,Tom BRYSON Scottish (LD),Tam MITCHELL Scottish (Lab) Party,Kristofer KEANE (Ind),skipped,skipped,skipped,skipped,3,7
20,Tom BRYSON Scottish (LD),Tam MITCHELL Scottish (Lab) Party,Kristofer KEANE (Ind),skipped,skipped,skipped,skipped,3,7
21,Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Kristofer KEANE (Ind),Tom BRYSON Scottish (LD),Joe FAGAN Scottish (Lab) Party,Alex BROWN Scottish (Con) and Unionist,Tam MITCHELL Scottish (Lab) Party,3,7
22,Kristofer KEANE (Ind),Grant FERGUSON (SNP) Party (SNP),Tom BRYSON Scottish (LD),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,skipped,3,7
23,Grant FERGUSON (SNP) Party (SNP),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,Tom BRYSON Scottish (LD),Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),3,7
24,Grant FERGUSON (SNP) Party (SNP),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,Tom BRYSON Scottish (LD),Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),3,7
25,Grant FERGUSON (SNP) Party (SNP),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,Tom BRYSON Scottish (LD),Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),3,7
26,Grant FERGUSON (SNP) Party (SNP),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,Tom BRYSON Scottish (LD),Alex BROWN Scottish (Con) and Unionist,Kristofer KEANE (Ind),3,7
27,Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Joe FAGAN Scottish (Lab) Party,Tam MITCHELL Scottish (Lab) Party,skipped,skipped,3,7
28,Kristofer KEANE (Ind),Hugh MACDONALD (SNP) Party (SNP),Grant FERGUSON (SNP) Party (SNP),Joe FAGAN Scottish (Lab) Party,Tam MITCHELL Scottish (Lab) Party,skipped,skipped,3,7
29,Tom BRYSON Scottish (LD),Kristofer KEANE (Ind),Grant FERGUSON (SNP) Party (SNP),Hugh MACDONALD (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,Joe FAGAN Scottish (Lab) Party,Alex BROWN Scottish (Con) and Unionist,3,7
30,Tom BRYSON Scottish (LD),Grant FERGUSON (SNP) Party (SNP),Tam MITCHELL Scottish (Lab) Party,skipped,skipped,skipped,skipped,3,7
