voterId,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
0,John ROSS (SNP),Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Helen TONER (SNP),Lynne NAILON (Con),4,5
1,John ROSS (SNP),Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Helen TONER (SNP),Lynne NAILON (Con),4,5
2,John ROSS (SNP),Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Helen TONER (SNP),Lynne NAILON (Con),4,5
3,John ROSS (SNP),Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Helen TONER (SNP),Lynne NAILON (Con),4,5
4,Lynne NAILON (Con),Celine HANDIBODE (Lab),Helen TONER (SNP),skipped,skipped,4,5
5,Lynne NAILON (Con),Celine HANDIBODE (Lab),Helen TONER (SNP),skipped,skipped,4,5
6,John ROSS (SNP),Gavin Wylie KEATT (Lab),Lynne NAILON (Con),skipped,skipped,4,5
7,John ROSS (SNP),Gavin Wylie KEATT (Lab),Lynne NAILON (Con),skipped,skipped,4,5
8,John ROSS (SNP),Lynne NAILON (Con),skipped,skipped,skipped,4,5
9,John ROSS (SNP),Lynne NAILON (Con),skipped,skipped,skipped,4,5
10,John ROSS (SNP),Lynne NAILON (Con),skipped,skipped,skipped,4,5
11,John ROSS (SNP),Lynne NAILON (Con),skipped,skipped,skipped,4,5
12,John ROSS (SNP),Lynne NAILON (Con),skipped,skipped,skipped,4,5
13,John ROSS (SNP),Lynne NAILON (Con),skipped,skipped,skipped,4,5
14,John ROSS (SNP),Gavin Wylie KEATT (Lab),Celine HANDIBODE (Lab),Helen TONER (SNP),Lynne NAILON (Con),4,5
15,John ROSS (SNP),Gavin Wylie KEATT (Lab),Celine HANDIBODE (Lab),Helen TONER (SNP),Lynne NAILON (Con),4,5
16,Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Lynne NAILON (Con),Helen TONER (SNP),John ROSS (SNP),4,5
17,Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Lynne NAILON (Con),Helen TONER (SNP),John ROSS (SNP),4,5
18,Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Lynne NAILON (Con),Helen TONER (SNP),John ROSS (SNP),4,5
19,Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Lynne NAILON (Con),Helen TONER (SNP),John ROSS (SNP),4,5
20,Celine HANDIBODE (Lab),Gavin Wylie KEATT (Lab),Lynne NAILON (Con),Helen TONER (SNP),John ROSS (SNP),4,5
