voterId,rank1,rank2,rank3,numSeats,numCands
0,Paul FINNEGAN (Ind),skipped,skipped,,3
1,Paul FINNEGAN (Ind),skipped,skipped,,3
2,Paul FINNEGAN (Ind),skipped,skipped,,3
3,Paul FINNEGAN (Ind),skipped,skipped,,3
4,Paul FINNEGAN (Ind),skipped,skipped,,3
5,Paul FINNEGAN (Ind),skipped,skipped,,3
6,Paul FINNEGAN (Ind),skipped,skipped,,3
7,Paul FINNEGAN (Ind),skipped,skipped,,3
8,Paul FINNEGAN (Ind),skipped,skipped,,3
9,Paul FINNEGAN (Ind),skipped,skipped,,3
10,Paul FINNEGAN (Ind),skipped,skipped,,3
11,Paul FINNEGAN (Ind),skipped,skipped,,3
12,Paul FINNEGAN (Ind),skipped,skipped,,3
13,Paul FINNEGAN (Ind),skipped,skipped,,3
14,Paul FINNEGAN (Ind),skipped,skipped,,3
15,Paul FINNEGAN (Ind),skipped,skipped,,3
16,Paul FINNEGAN (Ind),skipped,skipped,,3
17,Paul FINNEGAN (Ind),skipped,skipped,,3
18,Paul FINNEGAN (Ind),skipped,skipped,,3
19,Paul FINNEGAN (Ind),skipped,skipped,,3
20,Paul FINNEGAN (Ind),skipped,skipped,,3
21,Paul FINNEGAN (Ind),skipped,skipped,,3
22,Paul FINNEGAN (Ind),skipped,skipped,,3
23,Paul FINNEGAN (Ind),skipped,skipped,,3
24,Paul FINNEGAN (Ind),skipped,skipped,,3
25,Paul FINNEGAN (Ind),skipped,skipped,,3
26,Paul FINNEGAN (Ind),skipped,skipped,,3
27,Paul FINNEGAN (Ind),skipped,skipped,,3
28,Paul FINNEGAN (Ind),skipped,skipped,,3
29,Paul FINNEGAN (Ind),skipped,skipped,,3
30,Paul FINNEGAN (Ind),skipped,skipped,,3
31,Paul FINNEGAN (Ind),skipped,skipped,,3
32,Paul FINNEGAN (Ind),skipped,skipped,,3
33,Paul FINNEGAN (Ind),skipped,skipped,,3
34,Paul FINNEGAN (Ind),skipped,skipped,,3
35,Paul FINNEGAN (Ind),skipped,skipped,,3
36,Paul FINNEGAN (Ind),skipped,skipped,,3
37,Paul FINNEGAN (Ind),skipped,skipped,,3
38,Paul FINNEGAN (Ind),skipped,skipped,,3
39,Paul FINNEGAN (Ind),skipped,skipped,,3
40,Paul FINNEGAN (Ind),skipped,skipped,,3
41,Paul FINNEGAN (Ind),skipped,skipped,,3
42,Paul FINNEGAN (Ind),skipped,skipped,,3
43,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
44,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
45,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
46,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
47,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
48,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
49,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
50,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
51,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
52,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
53,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
54,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
55,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
56,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
57,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
58,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
59,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
60,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
61,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
62,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
63,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
64,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
65,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
66,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
67,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
68,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
69,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
70,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
71,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
72,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
73,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
74,Paul FINNEGAN (Ind),Grant FULTON (Ind),skipped,,3
