voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Jacquie BELL Scottish Liberal Democrats,Cris THACKER Independence for Scotland Party,"Timothy ANDERSON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,3
1,Lyn JARDINE Scottish National Party (SNP),Donna COLLINS Scottish Conservative and Unionist,Mark JAMES Scottish Greens - Think Global Act Local,Norman HAMPSHIRE Scottish Labour Party,"Timothy ANDERSON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Cris THACKER Independence for Scotland Party,Jacquie BELL Scottish Liberal Democrats,3
2,Lyn JARDINE Scottish National Party (SNP),Mark JAMES Scottish Greens - Think Global Act Local,Cris THACKER Independence for Scotland Party,Jacquie BELL Scottish Liberal Democrats,Norman HAMPSHIRE Scottish Labour Party,skipped,skipped,3
3,Lyn JARDINE Scottish National Party (SNP),Mark JAMES Scottish Greens - Think Global Act Local,Cris THACKER Independence for Scotland Party,Jacquie BELL Scottish Liberal Democrats,Norman HAMPSHIRE Scottish Labour Party,skipped,skipped,3
4,Lyn JARDINE Scottish National Party (SNP),Mark JAMES Scottish Greens - Think Global Act Local,Cris THACKER Independence for Scotland Party,Jacquie BELL Scottish Liberal Democrats,Norman HAMPSHIRE Scottish Labour Party,skipped,skipped,3
5,Lyn JARDINE Scottish National Party (SNP),Mark JAMES Scottish Greens - Think Global Act Local,Cris THACKER Independence for Scotland Party,Jacquie BELL Scottish Liberal Democrats,Norman HAMPSHIRE Scottish Labour Party,skipped,skipped,3
6,Lyn JARDINE Scottish National Party (SNP),Mark JAMES Scottish Greens - Think Global Act Local,Jacquie BELL Scottish Liberal Democrats,Donna COLLINS Scottish Conservative and Unionist,Norman HAMPSHIRE Scottish Labour Party,skipped,skipped,3
7,Norman HAMPSHIRE Scottish Labour Party,Donna COLLINS Scottish Conservative and Unionist,Lyn JARDINE Scottish National Party (SNP),Cris THACKER Independence for Scotland Party,"Timothy ANDERSON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jacquie BELL Scottish Liberal Democrats,Mark JAMES Scottish Greens - Think Global Act Local,3
8,Mark JAMES Scottish Greens - Think Global Act Local,Lyn JARDINE Scottish National Party (SNP),Jacquie BELL Scottish Liberal Democrats,Cris THACKER Independence for Scotland Party,Norman HAMPSHIRE Scottish Labour Party,Donna COLLINS Scottish Conservative and Unionist,skipped,3
9,Mark JAMES Scottish Greens - Think Global Act Local,"Timothy ANDERSON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jacquie BELL Scottish Liberal Democrats,Donna COLLINS Scottish Conservative and Unionist,Cris THACKER Independence for Scotland Party,Lyn JARDINE Scottish National Party (SNP),Norman HAMPSHIRE Scottish Labour Party,3
10,Donna COLLINS Scottish Conservative and Unionist,"Timothy ANDERSON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark JAMES Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,3
11,Donna COLLINS Scottish Conservative and Unionist,"Timothy ANDERSON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark JAMES Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,3
