precinct,rank1,rank2,rank3,numSeats,numCands
2001-03-02,writein,skipped,skipped,1,5
2001-03-09,writein,Allen Kathir,skipped,1,5
2001-03-03,Jeffery Cobia,writein,Diane Hofstede,1,5
2001-03-04,Jeffery Cobia,writein,Diane Hofstede,1,5
2001-03-05,Jeffery Cobia,writein,Diane Hofstede,1,5
2001-03-04,Jeffery Cobia,writein,Allen Kathir,1,5
2001-03-03,Jeffery Cobia,writein,Raymond Wilson Rolfe,1,5
2001-03-04,Jeffery Cobia,writein,Raymond Wilson Rolfe,1,5
2001-03-05,Jeffery Cobia,writein,Raymond Wilson Rolfe,1,5
2001-03-03,Jeffery Cobia,writein,skipped,1,5
2001-03-04,Jeffery Cobia,writein,skipped,1,5
2001-03-07,Jeffery Cobia,writein,skipped,1,5
2001-03-08,Jeffery Cobia,writein,skipped,1,5
2001-03-08,Jeffery Cobia,writein,skipped,1,5
2001-03-02,Jeffery Cobia,Diane Hofstede,writein,1,5
2001-03-04,Jeffery Cobia,Diane Hofstede,writein,1,5
2001-03-06,Jeffery Cobia,Diane Hofstede,writein,1,5
2001-03-06,Jeffery Cobia,Diane Hofstede,writein,1,5
2001-03-07,Jeffery Cobia,Diane Hofstede,writein,1,5
2001-03-01,Jeffery Cobia,Diane Hofstede,Allen Kathir,1,5
2001-03-02,Jeffery Cobia,Diane Hofstede,Allen Kathir,1,5
2001-03-03,Jeffery Cobia,Diane Hofstede,Allen Kathir,1,5
2001-03-06,Jeffery Cobia,Diane Hofstede,Allen Kathir,1,5
2001-03-07,Jeffery Cobia,Diane Hofstede,Allen Kathir,1,5
2001-03-08,Jeffery Cobia,Diane Hofstede,Allen Kathir,1,5
2001-03-09,Jeffery Cobia,Diane Hofstede,Allen Kathir,1,5
2001-03-09,Jeffery Cobia,Diane Hofstede,Allen Kathir,1,5
2001-03-02,Jeffery Cobia,Diane Hofstede,Raymond Wilson Rolfe,1,5
2001-03-03,Jeffery Cobia,Diane Hofstede,Raymond Wilson Rolfe,1,5
2001-03-05,Jeffery Cobia,Diane Hofstede,Raymond Wilson Rolfe,1,5
2001-03-05,Jeffery Cobia,Diane Hofstede,Raymond Wilson Rolfe,1,5
2001-03-07,Jeffery Cobia,Diane Hofstede,Raymond Wilson Rolfe,1,5
2001-03-07,Jeffery Cobia,Diane Hofstede,Raymond Wilson Rolfe,1,5
2001-03-08,Jeffery Cobia,Diane Hofstede,Raymond Wilson Rolfe,1,5
2001-03-02,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-02,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-03,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-04,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-04,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-04,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-04,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-05,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-07,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-07,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-08,Jeffery Cobia,Diane Hofstede,skipped,1,5
2001-03-07,Jeffery Cobia,Allen Kathir,writein,1,5
2001-03-07,Jeffery Cobia,Allen Kathir,writein,1,5
2001-03-02,Jeffery Cobia,Allen Kathir,Diane Hofstede,1,5
2001-03-03,Jeffery Cobia,Allen Kathir,Diane Hofstede,1,5
2001-03-04,Jeffery Cobia,Allen Kathir,Diane Hofstede,1,5
2001-03-04,Jeffery Cobia,Allen Kathir,Diane Hofstede,1,5
2001-03-05,Jeffery Cobia,Allen Kathir,Diane Hofstede,1,5
2001-03-06,Jeffery Cobia,Allen Kathir,Diane Hofstede,1,5
2001-03-07,Jeffery Cobia,Allen Kathir,Diane Hofstede,1,5
2001-03-08,Jeffery Cobia,Allen Kathir,Diane Hofstede,1,5
2001-03-03,Jeffery Cobia,Allen Kathir,Raymond Wilson Rolfe,1,5
2001-03-03,Jeffery Cobia,Allen Kathir,Raymond Wilson Rolfe,1,5
2001-03-04,Jeffery Cobia,Allen Kathir,Raymond Wilson Rolfe,1,5
2001-03-04,Jeffery Cobia,Allen Kathir,Raymond Wilson Rolfe,1,5
2001-03-05,Jeffery Cobia,Allen Kathir,Raymond Wilson Rolfe,1,5
2001-03-05,Jeffery Cobia,Allen Kathir,Raymond Wilson Rolfe,1,5
2001-03-05,Jeffery Cobia,Allen Kathir,Raymond Wilson Rolfe,1,5
2001-03-06,Jeffery Cobia,Allen Kathir,Raymond Wilson Rolfe,1,5
2001-03-02,Jeffery Cobia,Allen Kathir,skipped,1,5
2001-03-02,Jeffery Cobia,Allen Kathir,skipped,1,5
2001-03-04,Jeffery Cobia,Allen Kathir,skipped,1,5
