voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
1,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
2,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
3,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
4,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
5,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
6,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
7,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
8,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
9,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
10,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
11,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
12,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
13,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
14,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
15,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
16,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
17,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
18,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
19,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
20,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
21,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
22,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
23,Susan ARCHIBALD (Ind),skipped,skipped,skipped,skipped,skipped,3
24,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
25,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
26,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
27,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
28,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
29,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
30,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
31,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
32,Susan ARCHIBALD (Ind),Ann BAIN (SNP),skipped,skipped,skipped,skipped,3
33,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
34,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
35,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
36,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
37,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
38,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
39,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
40,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
41,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),skipped,skipped,skipped,3
42,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),Sheila EMMERSON (Con),Caron HUGHES (Lab),Alex ROWLEY (Lab),3
43,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),Sheila EMMERSON (Con),Caron HUGHES (Lab),Alex ROWLEY (Lab),3
44,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),Sheila EMMERSON (Con),Caron HUGHES (Lab),Alex ROWLEY (Lab),3
45,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),Sheila EMMERSON (Con),Caron HUGHES (Lab),Alex ROWLEY (Lab),3
46,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),Sheila EMMERSON (Con),Caron HUGHES (Lab),Alex ROWLEY (Lab),3
47,Susan ARCHIBALD (Ind),Ann BAIN (SNP),William L CLARKE (Ind),Caron HUGHES (Lab),Alex ROWLEY (Lab),skipped,3
48,Susan ARCHIBALD (Ind),Ann BAIN (SNP),Sheila EMMERSON (Con),skipped,skipped,skipped,3
