voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
0,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
1,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
2,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
3,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
4,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
5,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
6,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
7,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
8,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
9,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
10,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
11,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
12,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
13,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
14,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
15,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
16,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
17,Campbell DICKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
18,Campbell DICKSON (Ind),Ian RENWICK (SNP),John GORDON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
19,Campbell DICKSON (Ind),Ian RENWICK (SNP),CALUM MACLEOD (SNP),Moira Elisobeth SCOBBIE (Ind),Ronald MACDONALD (Ind),John GORDON (Ind),John FINLAYSON (Ind),Hamish FRASER (Ind),Drew MILLAR (Ind),KEN MACLEOD (LD),Peter O'DONNGHAILE (Lab),MALCOLM MACLEOD (Con),4,12
20,Campbell DICKSON (Ind),Ian RENWICK (SNP),CALUM MACLEOD (SNP),John FINLAYSON (Ind),John GORDON (Ind),Hamish FRASER (Ind),Moira Elisobeth SCOBBIE (Ind),Ronald MACDONALD (Ind),KEN MACLEOD (LD),Peter O'DONNGHAILE (Lab),Drew MILLAR (Ind),MALCOLM MACLEOD (Con),4,12
21,Campbell DICKSON (Ind),Ian RENWICK (SNP),CALUM MACLEOD (SNP),John FINLAYSON (Ind),John GORDON (Ind),Hamish FRASER (Ind),Moira Elisobeth SCOBBIE (Ind),Ronald MACDONALD (Ind),KEN MACLEOD (LD),Peter O'DONNGHAILE (Lab),Drew MILLAR (Ind),MALCOLM MACLEOD (Con),4,12
22,Campbell DICKSON (Ind),Ian RENWICK (SNP),Drew MILLAR (Ind),John FINLAYSON (Ind),Hamish FRASER (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
23,Campbell DICKSON (Ind),Ian RENWICK (SNP),Drew MILLAR (Ind),John FINLAYSON (Ind),Hamish FRASER (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
24,Campbell DICKSON (Ind),Moira Elisobeth SCOBBIE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
25,Campbell DICKSON (Ind),Moira Elisobeth SCOBBIE (Ind),Hamish FRASER (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
26,Campbell DICKSON (Ind),Moira Elisobeth SCOBBIE (Ind),John GORDON (Ind),CALUM MACLEOD (SNP),John FINLAYSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
27,Campbell DICKSON (Ind),Moira Elisobeth SCOBBIE (Ind),CALUM MACLEOD (SNP),Ian RENWICK (SNP),John GORDON (Ind),KEN MACLEOD (LD),skipped,skipped,skipped,skipped,skipped,skipped,4,12
