rank1,rank2,rank3,Num cands,Num seats
Barry A. Hong PhD,skipped,skipped,3,1
Shannon L. Wiltsey Stirman PhD,skipped,skipped,3,1
Barry A. Hong PhD,Shannon L. Wiltsey Stirman PhD,Kim E. Dixon PhD,3,1
Barry A. Hong PhD,Kim E. Dixon PhD,Shannon L. Wiltsey Stirman PhD,3,1
Kim E. Dixon PhD,Shannon L. Wiltsey Stirman PhD,Barry A. Hong PhD,3,1
Shannon L. Wiltsey Stirman PhD,Kim E. Dixon PhD,Barry A. Hong PhD,3,1
Kim E. Dixon PhD,Shannon L. Wiltsey Stirman PhD,Barry A. Hong PhD,3,1
Kim E. Dixon PhD,Barry A. Hong PhD,Shannon L. Wiltsey Stirman PhD,3,1
Barry A. Hong PhD,Kim E. Dixon PhD,Shannon L. Wiltsey Stirman PhD,3,1
Shannon L. Wiltsey Stirman PhD,Barry A. Hong PhD,Kim E. Dixon PhD,3,1
Barry A. Hong PhD,Kim E. Dixon PhD,Shannon L. Wiltsey Stirman PhD,3,1
Shannon L. Wiltsey Stirman PhD,Kim E. Dixon PhD,Barry A. Hong PhD,3,1
Barry A. Hong PhD,skipped,skipped,3,1
Kim E. Dixon PhD,Shannon L. Wiltsey Stirman PhD,skipped,3,1
Barry A. Hong PhD,skipped,skipped,3,1
Kim E. Dixon PhD,Barry A. Hong PhD,Shannon L. Wiltsey Stirman PhD,3,1
Kim E. Dixon PhD,skipped,skipped,3,1
Shannon L. Wiltsey Stirman PhD,Kim E. Dixon PhD,Barry A. Hong PhD,3,1
Kim E. Dixon PhD,Barry A. Hong PhD,skipped,3,1
Barry A. Hong PhD,Kim E. Dixon PhD,Shannon L. Wiltsey Stirman PhD,3,1
Kim E. Dixon PhD,Barry A. Hong PhD,Shannon L. Wiltsey Stirman PhD,3,1
Shannon L. Wiltsey Stirman PhD,Barry A. Hong PhD,skipped,3,1
Barry A. Hong PhD,Kim E. Dixon PhD,Shannon L. Wiltsey Stirman PhD,3,1
Kim E. Dixon PhD,skipped,skipped,3,1
Barry A. Hong PhD,Shannon L. Wiltsey Stirman PhD,Kim E. Dixon PhD,3,1
Kim E. Dixon PhD,skipped,skipped,3,1
