file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,top4_plurality,top4_IRV,top4_top-two,top4_borda-pm,top4_borda-om,top4_borda-avg,top4_top-3-truncation,top4_condorcet,top4_minimax,top4_smith_plurality,top4_smith_irv,top4_smith-minimax,top4_ranked-pairs,top4_bucklin,top4_approval
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/dumgal17-ballots/StranraerandtheRhins_dumgal17-01.csv,8,['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)'],['Willie SCOBIE (Ind)']
"analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward2-Broxburn,UphallandWinchburgh_w-lothian17-02.csv",9,['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)'],['Chris HORNE (Con)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward6-FauldhouseandtheBreichValley_w-lothian17-06.csv,7,['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)'],['Cathy MULDOON (Lab)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward7-WhitburnandBlackburn_w-lothian17-07.csv,7,['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Bruce FAIRBAIRN (Con)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)'],['Kirsteen SULLIVAN (Lab)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward4-LivingstonSouth_w-lothian17-04.csv,8,['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)'],['Peter HEGGIE (Con)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward1-Linlithgow_w-lothian17-01.csv,7,['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)'],['Tom KERR (Con)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward8-Bathgate_w-lothian17-08.csv,9,['Charles KENNEDY (Con)'],['John MCGINTY (Lab)'],['Charles KENNEDY (Con)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['Charles KENNEDY (Con)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['Jim WALKER (Ind)'],['John MCGINTY (Lab)'],['John MCGINTY (Lab)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)'],['Charles KENNEDY (Con)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward5-EastLivingstonandEastCalder_w-lothian17-05.csv,8,['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)'],['Damian TIMSON (Con)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward9-ArmadaleandBlackridge_w-lothian17-09.csv,6,['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)'],['Stuart BORROWMAN (Ind)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/w-lothian17-ballots/Ward3-LivingstonNorth_w-lothian17-03.csv,8,['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)'],['Alison ADAMSON (Con)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/glasgow12/Ward7Langside_glasgow12-07-recalc.csv,8,['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)'],['Archie GRAHAM (Lab)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/glasgow12/Ward16Canal_glasgow12-16.csv,12,['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Kieran WILD (Grn)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)'],['Helen STEPHEN (Lab)']
analysis/mimic_single_party/methods/first_last_mentioned/keep_last/processed_data/glasgow12/Ward20Baillieston_glasgow12-20.csv,10,['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)'],['Marie GARRITY (Lab)']
