voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Max MITCHELL Scottish Conservative and Unionist,Stuart HERRING Scottish Conservative and Unionist,Hal OSLER Scottish Liberal Democrats,Malcolm Alexander WOOD Scottish Liberal Democrats,Tam LAIRD Scottish Libertarian Party,skipped,skipped,skipped,skipped,skipped,4
1,Max MITCHELL Scottish Conservative and Unionist,Stuart HERRING Scottish Conservative and Unionist,Hal OSLER Scottish Liberal Democrats,Malcolm Alexander WOOD Scottish Liberal Democrats,Tam LAIRD Scottish Libertarian Party,skipped,skipped,skipped,skipped,skipped,4
2,Mhairi MUNRO-BRIAN Labour and Co-operative Party,Vicky NICOLSON Scottish National Party (SNP),Malcolm Alexander WOOD Scottish Liberal Democrats,Jule BANDEL Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Mhairi MUNRO-BRIAN Labour and Co-operative Party,Vicky NICOLSON Scottish National Party (SNP),Malcolm Alexander WOOD Scottish Liberal Democrats,Jule BANDEL Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Mhairi MUNRO-BRIAN Labour and Co-operative Party,Vicky NICOLSON Scottish National Party (SNP),Malcolm Alexander WOOD Scottish Liberal Democrats,Jule BANDEL Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Hal OSLER Scottish Liberal Democrats,Malcolm Alexander WOOD Scottish Liberal Democrats,Vicky NICOLSON Scottish National Party (SNP),Jule BANDEL Scottish Green Party,Max MITCHELL Scottish Conservative and Unionist,Stuart HERRING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
6,Mhairi MUNRO-BRIAN Labour and Co-operative Party,Vicky NICOLSON Scottish National Party (SNP),Malcolm Alexander WOOD Scottish Liberal Democrats,Hal OSLER Scottish Liberal Democrats,"Phil HOLDEN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jule BANDEL Scottish Green Party,Stephen MCNAMARA ,Tam LAIRD Scottish Libertarian Party,Max MITCHELL Scottish Conservative and Unionist,Stuart HERRING Scottish Conservative and Unionist,4
7,Jule BANDEL Scottish Green Party,Vicky NICOLSON Scottish National Party (SNP),Mhairi MUNRO-BRIAN Labour and Co-operative Party,Hal OSLER Scottish Liberal Democrats,Malcolm Alexander WOOD Scottish Liberal Democrats,Stephen MCNAMARA ,Tam LAIRD Scottish Libertarian Party,Stuart HERRING Scottish Conservative and Unionist,"Phil HOLDEN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Max MITCHELL Scottish Conservative and Unionist,4
8,Stuart HERRING Scottish Conservative and Unionist,Mhairi MUNRO-BRIAN Labour and Co-operative Party,Jule BANDEL Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Vicky NICOLSON Scottish National Party (SNP),Mhairi MUNRO-BRIAN Labour and Co-operative Party,Malcolm Alexander WOOD Scottish Liberal Democrats,Hal OSLER Scottish Liberal Democrats,Jule BANDEL Scottish Green Party,skipped,skipped,skipped,skipped,skipped,4
10,Vicky NICOLSON Scottish National Party (SNP),Mhairi MUNRO-BRIAN Labour and Co-operative Party,Malcolm Alexander WOOD Scottish Liberal Democrats,Hal OSLER Scottish Liberal Democrats,Jule BANDEL Scottish Green Party,skipped,skipped,skipped,skipped,skipped,4
