voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Sheila CAMERON Scottish Conservative and Unionist,Billy ACHESON British Unionists ‐ For a Better Britain,Mary MCINTOSH Progressive Change North Lanarkshire,skipped,skipped,skipped,1
1,Sheila CAMERON Scottish Conservative and Unionist,Billy ACHESON British Unionists ‐ For a Better Britain,Mary MCINTOSH Progressive Change North Lanarkshire,skipped,skipped,skipped,1
2,Sheila CAMERON Scottish Conservative and Unionist,Billy ACHESON British Unionists ‐ For a Better Britain,Mary MCINTOSH Progressive Change North Lanarkshire,skipped,skipped,skipped,1
3,Sheila CAMERON Scottish Conservative and Unionist,Billy ACHESON British Unionists ‐ For a Better Britain,Mary MCINTOSH Progressive Change North Lanarkshire,skipped,skipped,skipped,1
4,Clare Margaret QUIGLEY Scottish Labour Party,Leigh BUTLER Scottish Liberal Democrats,Sheila CAMERON Scottish Conservative and Unionist,skipped,skipped,skipped,1
5,Clare Margaret QUIGLEY Scottish Labour Party,Leigh BUTLER Scottish Liberal Democrats,Sheila CAMERON Scottish Conservative and Unionist,skipped,skipped,skipped,1
6,Clare Margaret QUIGLEY Scottish Labour Party,Leigh BUTLER Scottish Liberal Democrats,Sheila CAMERON Scottish Conservative and Unionist,skipped,skipped,skipped,1
7,Clare Margaret QUIGLEY Scottish Labour Party,Leigh BUTLER Scottish Liberal Democrats,Sheila CAMERON Scottish Conservative and Unionist,skipped,skipped,skipped,1
8,Clare Margaret QUIGLEY Scottish Labour Party,Leigh BUTLER Scottish Liberal Democrats,Sheila CAMERON Scottish Conservative and Unionist,skipped,skipped,skipped,1
9,Clare Margaret QUIGLEY Scottish Labour Party,Leigh BUTLER Scottish Liberal Democrats,Sheila CAMERON Scottish Conservative and Unionist,skipped,skipped,skipped,1
10,Clare Margaret QUIGLEY Scottish Labour Party,Leigh BUTLER Scottish Liberal Democrats,Sheila CAMERON Scottish Conservative and Unionist,skipped,skipped,skipped,1
11,Clare Margaret QUIGLEY Scottish Labour Party,Leigh BUTLER Scottish Liberal Democrats,Mary MCINTOSH Progressive Change North Lanarkshire,skipped,skipped,skipped,1
