rank1,rank2,rank3,numSeats,numCands
Pamela E. Scott-Johnson PhD,skipped,skipped,1,3
Wayne J. Camara PhD,Dennis L. Molfese PhD,skipped,1,3
Wayne J. Camara PhD,Dennis L. Molfese PhD,Pamela E. Scott-Johnson PhD,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,Dennis L. Molfese PhD,1,3
Dennis L. Molfese PhD,Wayne J. Camara PhD,Pamela E. Scott-Johnson PhD,1,3
Dennis L. Molfese PhD,Wayne J. Camara PhD,skipped,1,3
Pamela E. Scott-Johnson PhD,Dennis L. Molfese PhD,Wayne J. Camara PhD,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,Dennis L. Molfese PhD,1,3
Pamela E. Scott-Johnson PhD,Dennis L. Molfese PhD,Wayne J. Camara PhD,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,Dennis L. Molfese PhD,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,Dennis L. Molfese PhD,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,Dennis L. Molfese PhD,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,Dennis L. Molfese PhD,1,3
Pamela E. Scott-Johnson PhD,skipped,skipped,1,3
Pamela E. Scott-Johnson PhD,Dennis L. Molfese PhD,skipped,1,3
Pamela E. Scott-Johnson PhD,skipped,skipped,1,3
Wayne J. Camara PhD,skipped,skipped,1,3
Dennis L. Molfese PhD,Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,1,3
Pamela E. Scott-Johnson PhD,skipped,skipped,1,3
Pamela E. Scott-Johnson PhD,Dennis L. Molfese PhD,skipped,1,3
Dennis L. Molfese PhD,Wayne J. Camara PhD,skipped,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,skipped,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,Dennis L. Molfese PhD,1,3
Pamela E. Scott-Johnson PhD,skipped,skipped,1,3
Dennis L. Molfese PhD,Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,1,3
Dennis L. Molfese PhD,skipped,skipped,1,3
Pamela E. Scott-Johnson PhD,Dennis L. Molfese PhD,skipped,1,3
Pamela E. Scott-Johnson PhD,skipped,skipped,1,3
Dennis L. Molfese PhD,Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,1,3
Pamela E. Scott-Johnson PhD,skipped,skipped,1,3
Wayne J. Camara PhD,Pamela E. Scott-Johnson PhD,Dennis L. Molfese PhD,1,3
Wayne J. Camara PhD,skipped,skipped,1,3
Dennis L. Molfese PhD,skipped,skipped,1,3
Pamela E. Scott-Johnson PhD,Wayne J. Camara PhD,Dennis L. Molfese PhD,1,3
