precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
214300,Vote by Mail - 400C,30908,RICHARD RAYA,GORDON ''DON'' LINK,AMY LEMLEY,1,8
214300,Vote by Mail - 400C,30909,LEN RAPHAEL,CRAIG BRANDT,DONALD MACLEAY,1,8
214300,Vote by Mail - 400C,30910,AMY LEMLEY,skipped,skipped,1,8
214300,Vote by Mail - 400C,30911,AMY LEMLEY,skipped,skipped,1,8
214300,Vote by Mail - 400C,30912,GORDON ''DON'' LINK,AMY LEMLEY,RICHARD RAYA,1,8
214300,Vote by Mail - 400C,30913,AMY LEMLEY,CRAIG BRANDT,LEN RAPHAEL,1,8
214300,Vote by Mail - 400C,30914,AMY LEMLEY,RICHARD RAYA,DAN KALB,1,8
214300,Vote by Mail - 400C,30915,DAN KALB,GORDON ''DON'' LINK,CRAIG BRANDT,1,8
214300,Vote by Mail - 400C,30916,DAN KALB,RICHARD RAYA,LEN RAPHAEL,1,8
214300,Vote by Mail - 400C,30917,RICHARD RAYA,AMY LEMLEY,LEN RAPHAEL,1,8
214300,Vote by Mail - 400C,30918,LEN RAPHAEL,skipped,skipped,1,8
214300,Vote by Mail - 400C,30919,LEN RAPHAEL,skipped,skipped,1,8
214300,Vote by Mail - 400C,30920,DAN KALB,AMY LEMLEY,RICHARD RAYA,1,8
214300,Vote by Mail - 400C,30921,DAN KALB,AMY LEMLEY,RICHARD RAYA,1,8
214300,Vote by Mail - 400C,30922,GORDON ''DON'' LINK,skipped,skipped,1,8
214300,Vote by Mail - 400C,30923,RICHARD RAYA,skipped,skipped,1,8
214300,Vote by Mail - 400C,30924,DAN KALB,RICHARD RAYA,CRAIG BRANDT,1,8
214300,Vote by Mail - 400C,30925,DAN KALB,skipped,skipped,1,8
214300,Vote by Mail - 400C,30926,AMY LEMLEY,DAN KALB,RICHARD RAYA,1,8
214300,Vote by Mail - 400C,30927,DAN KALB,skipped,skipped,1,8
214300,Vote by Mail - 400C,30928,DAN KALB,skipped,skipped,1,8
214300,Vote by Mail - 400C,30929,AMY LEMLEY,DAN KALB,skipped,1,8
214300,Vote by Mail - 400C,30930,DAN KALB,AMY LEMLEY,skipped,1,8
214300,Vote by Mail - 400C,30931,RICHARD RAYA,CRAIG BRANDT,AMY LEMLEY,1,8
