voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
1,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
2,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
3,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
4,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
5,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
6,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
7,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
8,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
9,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
10,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
11,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
12,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
13,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
14,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
15,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
16,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
17,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
18,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
19,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
20,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
21,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
22,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
23,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
24,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
25,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
26,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
27,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
28,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
29,Ian COCHRANE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
