voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Frances Jean BENNIE Scottish Liberal Democrats,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
1,Frances Jean BENNIE Scottish Liberal Democrats,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
2,John BEARE Scottish National Party (SNP),"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Bryce GOODALL Scottish Greens - Think Global Act Local,Lynn MOWATT Scottish National Party (SNP),Frances Jean BENNIE Scottish Liberal Democrats,skipped,skipped,skipped,4
3,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,skipped,skipped,skipped,4
4,John BEARE Scottish National Party (SNP),"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Bryce GOODALL Scottish Greens - Think Global Act Local,Lynn MOWATT Scottish National Party (SNP),Jan WINCOTT Scottish Labour Party,Afifa KHANAM Scottish Labour Party,Frances Jean BENNIE Scottish Liberal Democrats,Peter GULLINE Scottish Conservative and Unionist,4
5,Jan WINCOTT Scottish Labour Party,Afifa KHANAM Scottish Labour Party,Frances Jean BENNIE Scottish Liberal Democrats,Bryce GOODALL Scottish Greens - Think Global Act Local,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John BEARE Scottish National Party (SNP),Peter GULLINE Scottish Conservative and Unionist,Lynn MOWATT Scottish National Party (SNP),4
6,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,Frances Jean BENNIE Scottish Liberal Democrats,John BEARE Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
7,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,John BEARE Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,skipped,skipped,skipped,4
8,Peter GULLINE Scottish Conservative and Unionist,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jan WINCOTT Scottish Labour Party,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,skipped,skipped,skipped,4
9,Lynn MOWATT Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,John BEARE Scottish National Party (SNP),"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,Peter GULLINE Scottish Conservative and Unionist,4
10,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John BEARE Scottish National Party (SNP),Peter GULLINE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
11,Bryce GOODALL Scottish Greens - Think Global Act Local,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,Frances Jean BENNIE Scottish Liberal Democrats,skipped,skipped,4
12,Bryce GOODALL Scottish Greens - Think Global Act Local,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,Frances Jean BENNIE Scottish Liberal Democrats,skipped,skipped,4
13,Bryce GOODALL Scottish Greens - Think Global Act Local,Frances Jean BENNIE Scottish Liberal Democrats,Peter GULLINE Scottish Conservative and Unionist,Lynn MOWATT Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
14,Frances Jean BENNIE Scottish Liberal Democrats,Peter GULLINE Scottish Conservative and Unionist,John BEARE Scottish National Party (SNP),"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Lynn MOWATT Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,Jan WINCOTT Scottish Labour Party,Afifa KHANAM Scottish Labour Party,4
15,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Peter GULLINE Scottish Conservative and Unionist,4
16,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Peter GULLINE Scottish Conservative and Unionist,4
17,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Peter GULLINE Scottish Conservative and Unionist,4
18,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Peter GULLINE Scottish Conservative and Unionist,4
19,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Peter GULLINE Scottish Conservative and Unionist,4
20,Lynn MOWATT Scottish National Party (SNP),John BEARE Scottish National Party (SNP),Bryce GOODALL Scottish Greens - Think Global Act Local,Frances Jean BENNIE Scottish Liberal Democrats,Afifa KHANAM Scottish Labour Party,Jan WINCOTT Scottish Labour Party,"George Thomas CARRATT Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Peter GULLINE Scottish Conservative and Unionist,4
