voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Neil BARTON Scottish Greens - Think Global Act Local,Peter Charles MEEHAN Scottish Liberal Democrats,Lynsey HAMILTON Labour and Co-operative Party,Poppy CORBETT Scottish Conservative and Unionist,Eileen LOGAN Scottish Labour Party,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),4
1,Poppy CORBETT Scottish Conservative and Unionist,Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,4
2,Poppy CORBETT Scottish Conservative and Unionist,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,Peter Charles MEEHAN Scottish Liberal Democrats,skipped,skipped,4
3,Lynsey HAMILTON Labour and Co-operative Party,Neil BARTON Scottish Greens - Think Global Act Local,Peter Charles MEEHAN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
4,Eileen LOGAN Scottish Labour Party,Neil BARTON Scottish Greens - Think Global Act Local,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Peter Charles MEEHAN Scottish Liberal Democrats,Lynsey HAMILTON Labour and Co-operative Party,Poppy CORBETT Scottish Conservative and Unionist,4
5,Lynsey HAMILTON Labour and Co-operative Party,Eileen LOGAN Scottish Labour Party,Poppy CORBETT Scottish Conservative and Unionist,Peter Charles MEEHAN Scottish Liberal Democrats,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,4
6,Lynsey HAMILTON Labour and Co-operative Party,Eileen LOGAN Scottish Labour Party,Poppy CORBETT Scottish Conservative and Unionist,Peter Charles MEEHAN Scottish Liberal Democrats,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,4
7,Lynsey HAMILTON Labour and Co-operative Party,Eileen LOGAN Scottish Labour Party,Poppy CORBETT Scottish Conservative and Unionist,Peter Charles MEEHAN Scottish Liberal Democrats,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,4
8,Lynsey HAMILTON Labour and Co-operative Party,Eileen LOGAN Scottish Labour Party,Poppy CORBETT Scottish Conservative and Unionist,Peter Charles MEEHAN Scottish Liberal Democrats,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,4
9,Lynsey HAMILTON Labour and Co-operative Party,Eileen LOGAN Scottish Labour Party,Poppy CORBETT Scottish Conservative and Unionist,Peter Charles MEEHAN Scottish Liberal Democrats,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,4
10,Lynsey HAMILTON Labour and Co-operative Party,Eileen LOGAN Scottish Labour Party,Poppy CORBETT Scottish Conservative and Unionist,Peter Charles MEEHAN Scottish Liberal Democrats,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,4
11,Andrew WILSON Scottish National Party (SNP),David SHEARER Scottish National Party (SNP),Peter Charles MEEHAN Scottish Liberal Democrats,Eileen LOGAN Scottish Labour Party,Neil BARTON Scottish Greens - Think Global Act Local,skipped,skipped,4
12,Poppy CORBETT Scottish Conservative and Unionist,Eileen LOGAN Scottish Labour Party,Andrew WILSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
13,Poppy CORBETT Scottish Conservative and Unionist,Eileen LOGAN Scottish Labour Party,Andrew WILSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
14,Eileen LOGAN Scottish Labour Party,David SHEARER Scottish National Party (SNP),Andrew WILSON Scottish National Party (SNP),Lynsey HAMILTON Labour and Co-operative Party,Poppy CORBETT Scottish Conservative and Unionist,Neil BARTON Scottish Greens - Think Global Act Local,Peter Charles MEEHAN Scottish Liberal Democrats,4
15,Eileen LOGAN Scottish Labour Party,Poppy CORBETT Scottish Conservative and Unionist,Andrew WILSON Scottish National Party (SNP),Neil BARTON Scottish Greens - Think Global Act Local,Peter Charles MEEHAN Scottish Liberal Democrats,Lynsey HAMILTON Labour and Co-operative Party,David SHEARER Scottish National Party (SNP),4
16,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
17,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
18,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
19,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
20,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
21,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
22,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
23,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
24,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
25,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
26,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
27,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
28,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
29,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
30,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
31,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
32,Eileen LOGAN Scottish Labour Party,Lynsey HAMILTON Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4
