voter_id,rank1,rank2,rank3,rank4,num_positions
0,John ALLAN (SNP),skipped,skipped,skipped,3
1,John ALLAN (SNP),skipped,skipped,skipped,3
2,John ALLAN (SNP),skipped,skipped,skipped,3
3,John ALLAN (SNP),skipped,skipped,skipped,3
4,John ALLAN (SNP),skipped,skipped,skipped,3
5,John ALLAN (SNP),skipped,skipped,skipped,3
6,John ALLAN (SNP),skipped,skipped,skipped,3
7,John ALLAN (SNP),skipped,skipped,skipped,3
8,John ALLAN (SNP),skipped,skipped,skipped,3
9,John ALLAN (SNP),skipped,skipped,skipped,3
10,John ALLAN (SNP),skipped,skipped,skipped,3
11,John ALLAN (SNP),skipped,skipped,skipped,3
12,John ALLAN (SNP),skipped,skipped,skipped,3
13,John ALLAN (SNP),skipped,skipped,skipped,3
14,John ALLAN (SNP),skipped,skipped,skipped,3
15,John ALLAN (SNP),skipped,skipped,skipped,3
16,John ALLAN (SNP),skipped,skipped,skipped,3
17,John ALLAN (SNP),skipped,skipped,skipped,3
18,John ALLAN (SNP),skipped,skipped,skipped,3
19,John ALLAN (SNP),skipped,skipped,skipped,3
20,John ALLAN (SNP),skipped,skipped,skipped,3
21,John ALLAN (SNP),skipped,skipped,skipped,3
22,John ALLAN (SNP),skipped,skipped,skipped,3
23,John ALLAN (SNP),skipped,skipped,skipped,3
24,John ALLAN (SNP),skipped,skipped,skipped,3
25,John ALLAN (SNP),skipped,skipped,skipped,3
26,John ALLAN (SNP),skipped,skipped,skipped,3
27,John ALLAN (SNP),skipped,skipped,skipped,3
28,John ALLAN (SNP),skipped,skipped,skipped,3
29,John ALLAN (SNP),skipped,skipped,skipped,3
30,John ALLAN (SNP),skipped,skipped,skipped,3
31,John ALLAN (SNP),skipped,skipped,skipped,3
32,John ALLAN (SNP),skipped,skipped,skipped,3
33,John ALLAN (SNP),skipped,skipped,skipped,3
34,John ALLAN (SNP),skipped,skipped,skipped,3
35,John ALLAN (SNP),skipped,skipped,skipped,3
36,John ALLAN (SNP),skipped,skipped,skipped,3
37,John ALLAN (SNP),skipped,skipped,skipped,3
38,John ALLAN (SNP),skipped,skipped,skipped,3
39,John ALLAN (SNP),skipped,skipped,skipped,3
40,John ALLAN (SNP),skipped,skipped,skipped,3
41,John ALLAN (SNP),skipped,skipped,skipped,3
42,John ALLAN (SNP),skipped,skipped,skipped,3
43,John ALLAN (SNP),skipped,skipped,skipped,3
44,John ALLAN (SNP),skipped,skipped,skipped,3
45,John ALLAN (SNP),skipped,skipped,skipped,3
46,John ALLAN (SNP),skipped,skipped,skipped,3
47,John ALLAN (SNP),skipped,skipped,skipped,3
48,John ALLAN (SNP),skipped,skipped,skipped,3
49,John ALLAN (SNP),skipped,skipped,skipped,3
50,John ALLAN (SNP),skipped,skipped,skipped,3
51,John ALLAN (SNP),skipped,skipped,skipped,3
52,John ALLAN (SNP),skipped,skipped,skipped,3
53,John ALLAN (SNP),skipped,skipped,skipped,3
54,John ALLAN (SNP),skipped,skipped,skipped,3
55,John ALLAN (SNP),skipped,skipped,skipped,3
56,John ALLAN (SNP),skipped,skipped,skipped,3
57,John ALLAN (SNP),skipped,skipped,skipped,3
58,John ALLAN (SNP),skipped,skipped,skipped,3
59,John ALLAN (SNP),skipped,skipped,skipped,3
60,John ALLAN (SNP),skipped,skipped,skipped,3
61,John ALLAN (SNP),skipped,skipped,skipped,3
62,John ALLAN (SNP),skipped,skipped,skipped,3
63,John ALLAN (SNP),skipped,skipped,skipped,3
64,John ALLAN (SNP),skipped,skipped,skipped,3
65,John ALLAN (SNP),skipped,skipped,skipped,3
66,John ALLAN (SNP),skipped,skipped,skipped,3
67,John ALLAN (SNP),skipped,skipped,skipped,3
68,John ALLAN (SNP),skipped,skipped,skipped,3
69,John ALLAN (SNP),skipped,skipped,skipped,3
70,John ALLAN (SNP),skipped,skipped,skipped,3
71,John ALLAN (SNP),skipped,skipped,skipped,3
72,John ALLAN (SNP),skipped,skipped,skipped,3
73,John ALLAN (SNP),skipped,skipped,skipped,3
74,John ALLAN (SNP),skipped,skipped,skipped,3
75,John ALLAN (SNP),skipped,skipped,skipped,3
76,John ALLAN (SNP),skipped,skipped,skipped,3
77,John ALLAN (SNP),skipped,skipped,skipped,3
78,John ALLAN (SNP),skipped,skipped,skipped,3
79,John ALLAN (SNP),skipped,skipped,skipped,3
80,John ALLAN (SNP),skipped,skipped,skipped,3
81,John ALLAN (SNP),skipped,skipped,skipped,3
82,John ALLAN (SNP),skipped,skipped,skipped,3
83,John ALLAN (SNP),skipped,skipped,skipped,3
84,John ALLAN (SNP),skipped,skipped,skipped,3
85,John ALLAN (SNP),skipped,skipped,skipped,3
86,John ALLAN (SNP),skipped,skipped,skipped,3
87,John ALLAN (SNP),skipped,skipped,skipped,3
88,John ALLAN (SNP),skipped,skipped,skipped,3
89,John ALLAN (SNP),skipped,skipped,skipped,3
90,John ALLAN (SNP),skipped,skipped,skipped,3
91,John ALLAN (SNP),skipped,skipped,skipped,3
92,John ALLAN (SNP),skipped,skipped,skipped,3
93,John ALLAN (SNP),skipped,skipped,skipped,3
94,John ALLAN (SNP),skipped,skipped,skipped,3
95,John ALLAN (SNP),skipped,skipped,skipped,3
96,John ALLAN (SNP),skipped,skipped,skipped,3
97,John ALLAN (SNP),skipped,skipped,skipped,3
98,John ALLAN (SNP),skipped,skipped,skipped,3
99,John ALLAN (SNP),skipped,skipped,skipped,3
100,John ALLAN (SNP),skipped,skipped,skipped,3
101,John ALLAN (SNP),skipped,skipped,skipped,3
102,John ALLAN (SNP),skipped,skipped,skipped,3
103,John ALLAN (SNP),skipped,skipped,skipped,3
104,John ALLAN (SNP),skipped,skipped,skipped,3
105,John ALLAN (SNP),skipped,skipped,skipped,3
106,John ALLAN (SNP),skipped,skipped,skipped,3
107,John ALLAN (SNP),skipped,skipped,skipped,3
108,John ALLAN (SNP),skipped,skipped,skipped,3
109,John ALLAN (SNP),skipped,skipped,skipped,3
110,John ALLAN (SNP),skipped,skipped,skipped,3
111,John ALLAN (SNP),skipped,skipped,skipped,3
112,John ALLAN (SNP),skipped,skipped,skipped,3
113,John ALLAN (SNP),skipped,skipped,skipped,3
114,John ALLAN (SNP),skipped,skipped,skipped,3
115,John ALLAN (SNP),skipped,skipped,skipped,3
116,John ALLAN (SNP),skipped,skipped,skipped,3
117,John ALLAN (SNP),skipped,skipped,skipped,3
118,John ALLAN (SNP),skipped,skipped,skipped,3
119,John ALLAN (SNP),skipped,skipped,skipped,3
120,John ALLAN (SNP),skipped,skipped,skipped,3
121,John ALLAN (SNP),skipped,skipped,skipped,3
122,John ALLAN (SNP),skipped,skipped,skipped,3
123,John ALLAN (SNP),skipped,skipped,skipped,3
124,John ALLAN (SNP),skipped,skipped,skipped,3
125,John ALLAN (SNP),skipped,skipped,skipped,3
126,John ALLAN (SNP),skipped,skipped,skipped,3
127,John ALLAN (SNP),skipped,skipped,skipped,3
128,John ALLAN (SNP),skipped,skipped,skipped,3
129,John ALLAN (SNP),skipped,skipped,skipped,3
130,John ALLAN (SNP),skipped,skipped,skipped,3
131,John ALLAN (SNP),skipped,skipped,skipped,3
132,John ALLAN (SNP),skipped,skipped,skipped,3
133,John ALLAN (SNP),skipped,skipped,skipped,3
134,John ALLAN (SNP),skipped,skipped,skipped,3
135,John ALLAN (SNP),skipped,skipped,skipped,3
136,John ALLAN (SNP),skipped,skipped,skipped,3
137,John ALLAN (SNP),skipped,skipped,skipped,3
138,John ALLAN (SNP),skipped,skipped,skipped,3
139,John ALLAN (SNP),skipped,skipped,skipped,3
140,John ALLAN (SNP),skipped,skipped,skipped,3
141,John ALLAN (SNP),skipped,skipped,skipped,3
142,John ALLAN (SNP),skipped,skipped,skipped,3
143,John ALLAN (SNP),skipped,skipped,skipped,3
