voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Colin Alan MCCULLOCH Scottish Labour Party,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Mark DOUGAN Scottish Conservative and Unionist,Grant TOGHILL Scottish Liberal Democrats,James MACLAREN Scottish Conservative and Unionist,skipped,3
1,Colin Alan MCCULLOCH Scottish Labour Party,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Mark DOUGAN Scottish Conservative and Unionist,Grant TOGHILL Scottish Liberal Democrats,James MACLAREN Scottish Conservative and Unionist,skipped,3
2,James MACLAREN Scottish Conservative and Unionist,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Grant TOGHILL Scottish Liberal Democrats,skipped,skipped,skipped,3
3,James MACLAREN Scottish Conservative and Unionist,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Grant TOGHILL Scottish Liberal Democrats,skipped,skipped,skipped,3
4,James MACLAREN Scottish Conservative and Unionist,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Grant TOGHILL Scottish Liberal Democrats,skipped,skipped,skipped,3
5,James MACLAREN Scottish Conservative and Unionist,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Grant TOGHILL Scottish Liberal Democrats,skipped,skipped,skipped,3
6,James MACLAREN Scottish Conservative and Unionist,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Grant TOGHILL Scottish Liberal Democrats,skipped,skipped,skipped,3
7,James MACLAREN Scottish Conservative and Unionist,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Grant TOGHILL Scottish Liberal Democrats,skipped,skipped,skipped,3
8,James MACLAREN Scottish Conservative and Unionist,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Grant TOGHILL Scottish Liberal Democrats,skipped,skipped,skipped,3
9,James MACLAREN Scottish Conservative and Unionist,Fiona AIRLIE-NICOLSON Scottish National Party (SNP),Grant TOGHILL Scottish Liberal Democrats,skipped,skipped,skipped,3
10,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
11,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
12,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
13,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
14,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
15,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
16,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
17,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
18,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
19,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
20,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
21,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
22,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
23,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
24,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
25,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
26,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
27,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
28,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
29,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
30,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
31,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
32,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
33,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
34,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
35,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
36,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
37,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
38,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
39,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
40,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
41,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
42,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
43,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
44,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
45,Colin Alan MCCULLOCH Scottish Labour Party,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
46,Colin Alan MCCULLOCH Scottish Labour Party,Mark DOUGAN Scottish Conservative and Unionist,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,3
47,Colin Alan MCCULLOCH Scottish Labour Party,Mark DOUGAN Scottish Conservative and Unionist,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,3
48,Colin Alan MCCULLOCH Scottish Labour Party,Mark DOUGAN Scottish Conservative and Unionist,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,3
49,Colin Alan MCCULLOCH Scottish Labour Party,Mark DOUGAN Scottish Conservative and Unionist,James MACLAREN Scottish Conservative and Unionist,skipped,skipped,skipped,3
