voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,num_positions
0,Chloe ROBERTSON Scottish National Party (SNP),Shaun MACAULAY Scottish National Party (SNP),Colin TURBETT Scottish Socialist Party - End Fuel Poverty,Kevin T BLADES Independent,Tristan LINDSAY Independent,Bobby COCHRANE Socialist Labour Party,Lewis Dominic HUTTON Scottish Liberal Democrats,Louise MCPHATER Scottish Labour Party,Sylvia MALLINSON Scottish Labour Party,Scott GALLACHER Scottish Conservative and Unionist,skipped,4
1,Kevin T BLADES Independent,Scott GALLACHER Scottish Conservative and Unionist,Tristan LINDSAY Independent,Bobby COCHRANE Socialist Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Sylvia MALLINSON Scottish Labour Party,Louise MCPHATER Scottish Labour Party,Lewis Dominic HUTTON Scottish Liberal Democrats,Tristan LINDSAY Independent,Scott GALLACHER Scottish Conservative and Unionist,Bobby COCHRANE Socialist Labour Party,Kevin T BLADES Independent,Colin TURBETT Scottish Socialist Party - End Fuel Poverty,Shaun MACAULAY Scottish National Party (SNP),Chloe ROBERTSON Scottish National Party (SNP),skipped,4
3,Scott GALLACHER Scottish Conservative and Unionist,Louise MCPHATER Scottish Labour Party,Tristan LINDSAY Independent,Sylvia MALLINSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Scott GALLACHER Scottish Conservative and Unionist,Louise MCPHATER Scottish Labour Party,Tristan LINDSAY Independent,Sylvia MALLINSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Scott GALLACHER Scottish Conservative and Unionist,Kevin T BLADES Independent,Tristan LINDSAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Scott GALLACHER Scottish Conservative and Unionist,Tristan LINDSAY Independent,Colin TURBETT Scottish Socialist Party - End Fuel Poverty,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Bobby COCHRANE Socialist Labour Party,Kevin T BLADES Independent,Tristan LINDSAY Independent,Sylvia MALLINSON Scottish Labour Party,Louise MCPHATER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
