voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Dawn SMITH Scottish Family Party - Putting Families First,Sandy LESLIE Scottish Liberal Democrats,Mike MCDONALD Scottish National Party (SNP),Iain SUTHERLAND Scottish Conservative and Unionist,Conrad Strachan RITCHIE Reform UK,1
1,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
2,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
3,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
4,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
5,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
6,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
7,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
8,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
9,Conrad Strachan RITCHIE Reform UK,Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,skipped,skipped,1
10,Dawn SMITH Scottish Family Party - Putting Families First,Mike MCDONALD Scottish National Party (SNP),Conrad Strachan RITCHIE Reform UK,skipped,skipped,1
11,Dawn SMITH Scottish Family Party - Putting Families First,Mike MCDONALD Scottish National Party (SNP),Conrad Strachan RITCHIE Reform UK,skipped,skipped,1
12,Dawn SMITH Scottish Family Party - Putting Families First,Mike MCDONALD Scottish National Party (SNP),Conrad Strachan RITCHIE Reform UK,skipped,skipped,1
13,Dawn SMITH Scottish Family Party - Putting Families First,Mike MCDONALD Scottish National Party (SNP),Conrad Strachan RITCHIE Reform UK,skipped,skipped,1
14,Dawn SMITH Scottish Family Party - Putting Families First,Conrad Strachan RITCHIE Reform UK,skipped,skipped,skipped,1
15,Dawn SMITH Scottish Family Party - Putting Families First,Conrad Strachan RITCHIE Reform UK,skipped,skipped,skipped,1
16,Dawn SMITH Scottish Family Party - Putting Families First,Mike MCDONALD Scottish National Party (SNP),Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,Conrad Strachan RITCHIE Reform UK,1
17,Dawn SMITH Scottish Family Party - Putting Families First,Mike MCDONALD Scottish National Party (SNP),Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,Conrad Strachan RITCHIE Reform UK,1
18,Sandy LESLIE Scottish Liberal Democrats,Mike MCDONALD Scottish National Party (SNP),Conrad Strachan RITCHIE Reform UK,Iain SUTHERLAND Scottish Conservative and Unionist,Dawn SMITH Scottish Family Party - Putting Families First,1
19,Sandy LESLIE Scottish Liberal Democrats,Mike MCDONALD Scottish National Party (SNP),Conrad Strachan RITCHIE Reform UK,Iain SUTHERLAND Scottish Conservative and Unionist,Dawn SMITH Scottish Family Party - Putting Families First,1
20,Sandy LESLIE Scottish Liberal Democrats,Mike MCDONALD Scottish National Party (SNP),Conrad Strachan RITCHIE Reform UK,Iain SUTHERLAND Scottish Conservative and Unionist,Dawn SMITH Scottish Family Party - Putting Families First,1
21,Conrad Strachan RITCHIE Reform UK,Mike MCDONALD Scottish National Party (SNP),Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,Dawn SMITH Scottish Family Party - Putting Families First,1
22,Conrad Strachan RITCHIE Reform UK,Mike MCDONALD Scottish National Party (SNP),Sandy LESLIE Scottish Liberal Democrats,Iain SUTHERLAND Scottish Conservative and Unionist,Dawn SMITH Scottish Family Party - Putting Families First,1
