voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,numSeats,numCands
0,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
1,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
2,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
3,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
4,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
5,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
6,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
7,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
8,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
9,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
10,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
11,Gary BARTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
12,Gary BARTON (Ind),Andy REID (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
13,Gary BARTON (Ind),Andy REID (Grn),Yvonne KUCUK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
14,Gary BARTON (Ind),Andy REID (Grn),Duncan MILLER ((Glasgow First)),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
15,Gary BARTON (Ind),Murdo RITCHIE (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
16,Gary BARTON (Ind),Murdo RITCHIE (Soc),Duncan MILLER ((Glasgow First)),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
17,Gary BARTON (Ind),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
18,Gary BARTON (Ind),Alison THEWLISS (SNP),Harvey SUSSOCK (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
19,Gary BARTON (Ind),Alison THEWLISS (SNP),Alexander BELIC (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
20,Gary BARTON (Ind),Alison THEWLISS (SNP),Alexander BELIC (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
21,Gary BARTON (Ind),Alison THEWLISS (SNP),Alexander BELIC (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
22,Gary BARTON (Ind),Alison THEWLISS (SNP),Duncan MILLER ((Glasgow First)),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
23,Gary BARTON (Ind),Alexander BELIC (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
24,Gary BARTON (Ind),Alexander BELIC (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
25,Gary BARTON (Ind),Alexander BELIC (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
26,Gary BARTON (Ind),Alexander BELIC (SNP),Andy REID (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
27,Gary BARTON (Ind),Alexander BELIC (SNP),Murdo RITCHIE (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
28,Gary BARTON (Ind),Alexander BELIC (SNP),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
29,Gary BARTON (Ind),Alexander BELIC (SNP),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
30,Gary BARTON (Ind),Alexander BELIC (SNP),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
31,Gary BARTON (Ind),Alexander BELIC (SNP),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
32,Gary BARTON (Ind),Alexander BELIC (SNP),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
33,Gary BARTON (Ind),Alexander BELIC (SNP),Martin Lewis CLARK ((Britannica) Party),Scott GILLESPIE  (Con),Gordon KIRKER ((SU)) (SU),Yvonne KUCUK (Lab),Duncan MILLER ((Glasgow First)),Thomas RANNACHAN (Ind),George REDMOND (Lab),Andy REID (Grn),Murdo RITCHIE (Soc),Harvey SUSSOCK (LD),Alison THEWLISS (SNP),3,13
34,Gary BARTON (Ind),Alexander BELIC (SNP),Martin Lewis CLARK ((Britannica) Party),Duncan MILLER ((Glasgow First)),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
35,Gary BARTON (Ind),Alexander BELIC (SNP),Yvonne KUCUK (Lab),Andy REID (Grn),Murdo RITCHIE (Soc),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
36,Gary BARTON (Ind),Alexander BELIC (SNP),Duncan MILLER ((Glasgow First)),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
37,Gary BARTON (Ind),Alexander BELIC (SNP),George REDMOND (Lab),Alison THEWLISS (SNP),Yvonne KUCUK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
38,Gary BARTON (Ind),Martin Lewis CLARK ((Britannica) Party),Alexander BELIC (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
39,Gary BARTON (Ind),Martin Lewis CLARK ((Britannica) Party),Gordon KIRKER ((SU)) (SU),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
40,Gary BARTON (Ind),Scott GILLESPIE  (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
41,Gary BARTON (Ind),Scott GILLESPIE  (Con),Gordon KIRKER ((SU)) (SU),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
42,Gary BARTON (Ind),Yvonne KUCUK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
43,Gary BARTON (Ind),Yvonne KUCUK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
44,Gary BARTON (Ind),Yvonne KUCUK (Lab),Gordon KIRKER ((SU)) (SU),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
45,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
46,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
47,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
48,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
49,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
50,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
51,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
52,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
53,Gary BARTON (Ind),Yvonne KUCUK (Lab),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
54,Gary BARTON (Ind),Duncan MILLER ((Glasgow First)),Andy REID (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
55,Gary BARTON (Ind),Duncan MILLER ((Glasgow First)),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
56,Gary BARTON (Ind),Duncan MILLER ((Glasgow First)),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
57,Gary BARTON (Ind),Duncan MILLER ((Glasgow First)),Gordon KIRKER ((SU)) (SU),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
58,Gary BARTON (Ind),Duncan MILLER ((Glasgow First)),Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
59,Gary BARTON (Ind),Duncan MILLER ((Glasgow First)),Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
60,Gary BARTON (Ind),Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
61,Gary BARTON (Ind),Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
62,Gary BARTON (Ind),Thomas RANNACHAN (Ind),Duncan MILLER ((Glasgow First)),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
63,Gary BARTON (Ind),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
64,Gary BARTON (Ind),George REDMOND (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
65,Gary BARTON (Ind),George REDMOND (Lab),Murdo RITCHIE (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
66,Gary BARTON (Ind),George REDMOND (Lab),Alison THEWLISS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
67,Gary BARTON (Ind),George REDMOND (Lab),Alison THEWLISS (SNP),Yvonne KUCUK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
68,Gary BARTON (Ind),George REDMOND (Lab),Martin Lewis CLARK ((Britannica) Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3,13
