,file,smith_plurality,smith_irv,smith-minimax,smith,0.2_smith_irv_hit_percent,0.2_smith_plurality_hit_percent,0.2_smith_minimax_hit_percent
25,glasgow12/Ward17Springburn_glasgow12-17.csv,['Gilbert DAVIDSON (Lab)'],['Gilbert DAVIDSON (Lab)'],['Gilbert DAVIDSON (Lab)'],['Gilbert DAVIDSON (Lab)'],0,0,0
26,glasgow12/Ward9Calton_glasgow12-09.csv,['George REDMOND (Lab)'],['George REDMOND (Lab)'],['George REDMOND (Lab)'],['George REDMOND (Lab)'],0,0,0
27,glasgow12/Ward1Linn_glasgow12-01.csv,['Malcolm Robert CUNNING (Lab)'],['Malcolm Robert CUNNING (Lab)'],['Malcolm Robert CUNNING (Lab)'],['Malcolm Robert CUNNING (Lab)'],0,0,0
28,glasgow12/Ward13Garscadden-Scotstounhill_glasgow12-13.csv,['Liz CAMERON (Lab)'],['Liz CAMERON (Lab)'],['Liz CAMERON (Lab)'],['Liz CAMERON (Lab)'],0,0,0
29,glasgow12/Ward15Maryhill-Kelvin_glasgow12-15.csv,['Martin RHODES (Lab)'],['Martin RHODES (Lab)'],['Martin RHODES (Lab)'],['Martin RHODES (Lab)'],0,0,0
30,glasgow12/Ward2Newlands-Auldburn_glasgow12-02.csv,['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],0,0,0
31,glasgow12/Ward14Drumchapel-Anniesland_glasgow12-14.csv,['Paul CAREY (Lab)'],['Paul CAREY (Lab)'],['Paul CAREY (Lab)'],['Paul CAREY (Lab)'],0,0,0
32,glasgow12/Ward12PartickWest_glasgow12-12.csv,['Aileen COLLERAN (Lab)'],['Aileen COLLERAN (Lab)'],['Aileen COLLERAN (Lab)'],['Aileen COLLERAN (Lab)'],0,0,0
33,glasgow12/Ward5Govan_glasgow12-05.csv,['James ADAMS (Lab)'],['James ADAMS (Lab)'],['James ADAMS (Lab)'],['James ADAMS (Lab)'],0,0,0
34,glasgow12/Ward6Pollokshields_glasgow12-06.csv,['Norman MACLEOD (SNP)'],['Norman MACLEOD (SNP)'],['Norman MACLEOD (SNP)'],['Norman MACLEOD (SNP)'],0,0,0
35,glasgow12/Ward4Craigton_glasgow12-04.csv,['Matt KERR (Lab)'],['Matt KERR (Lab)'],['Matt KERR (Lab)'],['Matt KERR (Lab)'],0,0,0
36,glasgow12/Ward19Shettleston_glasgow12-19.csv,['Frank MCAVEETY (Lab)'],['Frank MCAVEETY (Lab)'],['Frank MCAVEETY (Lab)'],['Frank MCAVEETY (Lab)'],0,0,0
37,glasgow12/Ward8SouthsideCentral_glasgow12-08.csv,['James SCANLON (Lab)'],['James SCANLON (Lab)'],['James SCANLON (Lab)'],['James SCANLON (Lab)'],0,0,0
38,glasgow12/Ward10Anderston-City_glasgow12-10.csv,['Philip BRAAT (Lab)'],['Philip BRAAT (Lab)'],['Philip BRAAT (Lab)'],['Philip BRAAT (Lab)'],0,0,0
39,glasgow12/Ward18EastCentre_glasgow12-18.csv,['Frank DOCHERTY (Lab)'],['Frank DOCHERTY (Lab)'],['Frank DOCHERTY (Lab)'],['Frank DOCHERTY (Lab)'],0,0,0
40,glasgow12/Ward3GreaterPollok_glasgow12-03.csv,['Bill BUTLER (Lab)'],['Bill BUTLER (Lab)'],['Bill BUTLER (Lab)'],['Bill BUTLER (Lab)'],0,0,0
41,glasgow12/Ward11Hillhead_glasgow12-11.csv,['Ken ANDREW (SNP)'],['Ken ANDREW (SNP)'],['Ken ANDREW (SNP)'],['Ken ANDREW (SNP)'],0,0,0
42,w-duns12-ballots/LomondWard_w-duns12-01.csv,['Martin ROONEY (Lab)'],['Martin ROONEY (Lab)'],['Martin ROONEY (Lab)'],['Martin ROONEY (Lab)'],0,0,0
43,w-duns12-ballots/ClydebankCentralWard_w-duns12-05.csv,['Patrick MCGLINCHEY (Lab)'],['Patrick MCGLINCHEY (Lab)'],['Patrick MCGLINCHEY (Lab)'],['Patrick MCGLINCHEY (Lab)'],0,0,0
44,w-duns12-ballots/ClydebankWaterfrontWard_w-duns12-06.csv,['Gail CASEY (Lab)'],['Gail CASEY (Lab)'],['Gail CASEY (Lab)'],['Gail CASEY (Lab)'],0,0,0
45,w-duns12-ballots/LevenWard_w-duns12-02.csv,['John MILLAR (Lab)'],['John MILLAR (Lab)'],['John MILLAR (Lab)'],['John MILLAR (Lab)'],0,0,0
46,w-duns12-ballots/KilpatrickWard_w-duns12-04.csv,['Douglas MCALLISTER (Lab)'],['Douglas MCALLISTER (Lab)'],['Douglas MCALLISTER (Lab)'],['Douglas MCALLISTER (Lab)'],0,0,0
47,w-duns12-ballots/DumbartonWard_w-duns12-03.csv,['David MCBRIDE (Lab)'],['David MCBRIDE (Lab)'],['David MCBRIDE (Lab)'],['David MCBRIDE (Lab)'],0,0,0
48,glasgow24/Ward15Maryhill_Glasgow 2024 by-election Ward 15.csv,['Marie GARRITY Glasgow (Lab)'],['Marie GARRITY Glasgow (Lab)'],['Marie GARRITY Glasgow (Lab)'],['Marie GARRITY Glasgow (Lab)'],0,0,0
49,glasgow24/Ward21NorthEast_Glasgow 2024 by-election Ward 21.csv,['Mary MCNAB Glasgow (Lab)'],['Mary MCNAB Glasgow (Lab)'],['Mary MCNAB Glasgow (Lab)'],['Mary MCNAB Glasgow (Lab)'],0,0,0
50,glasgow24/Ward14Drumchapel-Anniesland_Glasgow 2024 by-election Ward 14.csv,['Davena RANKIN Glasgow (Lab)'],['Davena RANKIN Glasgow (Lab)'],['Davena RANKIN Glasgow (Lab)'],['Davena RANKIN Glasgow (Lab)'],0,0,0
51,glasgow24/Ward23PartickEast-Kelvindale_Glasgow 2024 by-election Ward 23.csv,['James ADAMS Glasgow (Lab)'],['James ADAMS Glasgow (Lab)'],['James ADAMS Glasgow (Lab)'],['James ADAMS Glasgow (Lab)'],0,0,0
52,stirling12-ballots/DunblaneandBridgeofAllanWard_stirling12-03.csv,['Graham HOUSTON (SNP)'],['Graham HOUSTON (SNP)'],['Graham HOUSTON (SNP)'],['Graham HOUSTON (SNP)'],0,0,0
53,stirling12-ballots/StirlingWestWard_stirling12-05.csv,['Scott FARMER (SNP)'],['Scott FARMER (SNP)'],['Scott FARMER (SNP)'],['Scott FARMER (SNP)'],0,0,0
54,stirling12-ballots/BannockburnWard_stirling12-07.csv,['Margaret BRISLEY (Lab)'],['Margaret BRISLEY (Lab)'],['Margaret BRISLEY (Lab)'],['Margaret BRISLEY (Lab)'],0,0,0
55,stirling12-ballots/StirlingEastWard_stirling12-06.csv,['Corrie MCCHORD (Lab)'],['Corrie MCCHORD (Lab)'],['Corrie MCCHORD (Lab)'],['Corrie MCCHORD (Lab)'],0,0,0
56,stirling12-ballots/TrossachsandTeithWard_stirling12-01.csv,['Alycia HAYES (SNP)'],['Alycia HAYES (SNP)'],['Alycia HAYES (SNP)'],['Alycia HAYES (SNP)'],0,0,0
57,stirling12-ballots/ForthandEndrickWard_stirling12-02.csv,['Graham LAMBIE (SNP)'],['Graham LAMBIE (SNP)'],['Graham LAMBIE (SNP)'],['Graham LAMBIE (SNP)'],0,0,0
58,stirling12-ballots/CastleWard_stirling12-04.csv,['John HENDRY (Lab)'],['John HENDRY (Lab)'],['John HENDRY (Lab)'],['John HENDRY (Lab)'],0,0,0
59,glasgow2007 preflib/Linn_linn.csv,['# ALTERNATIVE NAME 3: Sadie Docherty (Lab)'],['# ALTERNATIVE NAME 3: Sadie Docherty (Lab)'],['# ALTERNATIVE NAME 3: Sadie Docherty (Lab)'],['# ALTERNATIVE NAME 3: Sadie Docherty (Lab)'],0,0,0
60,glasgow2007 preflib/govan_govan.csv,['# ALTERNATIVE NAME 6: Allison Hunter (SNP)'],['# ALTERNATIVE NAME 6: Allison Hunter (SNP)'],['# ALTERNATIVE NAME 3: Stephen Dornan (Lab)'],"['# ALTERNATIVE NAME 3: Stephen Dornan (Lab)', '# ALTERNATIVE NAME 6: Allison Hunter (SNP)', '# ALTERNATIVE NAME 4: John Flanagan (Lab)']",100,100,0
61,glasgow2007 preflib/Pollokshields_pollokshields.csv,['# ALTERNATIVE NAME 6: Irfan Rabbani (Lab)'],['# ALTERNATIVE NAME 6: Irfan Rabbani (Lab)'],['# ALTERNATIVE NAME 6: Irfan Rabbani (Lab)'],['# ALTERNATIVE NAME 6: Irfan Rabbani (Lab)'],0,0,0
62,glasgow2007 preflib/SouthsideCentral_southsidecentral.csv,['# ALTERNATIVE NAME 7: Anne Marie Millar (Lab)'],['# ALTERNATIVE NAME 7: Anne Marie Millar (Lab)'],['# ALTERNATIVE NAME 7: Anne Marie Millar (Lab)'],['# ALTERNATIVE NAME 7: Anne Marie Millar (Lab)'],0,0,0
63,glasgow2007 preflib/Bailliestonward_baillieston.csv,['# ALTERNATIVE NAME 2: Jim Coleman (Lab)'],['# ALTERNATIVE NAME 2: Jim Coleman (Lab)'],['# ALTERNATIVE NAME 2: Jim Coleman (Lab)'],['# ALTERNATIVE NAME 2: Jim Coleman (Lab)'],0,0,0
64,glasgow2007 preflib/Langside_langside.csv,['# ALTERNATIVE NAME 4: Archie Graham (Lab)'],['# ALTERNATIVE NAME 4: Archie Graham (Lab)'],['# ALTERNATIVE NAME 4: Archie Graham (Lab)'],['# ALTERNATIVE NAME 4: Archie Graham (Lab)'],0,0,0
65,glasgow2007 preflib/Greaterpollok_greater pollok.csv,['# ALTERNATIVE NAME 4: Alex Glass (Lab)'],['# ALTERNATIVE NAME 4: Alex Glass (Lab)'],['# ALTERNATIVE NAME 4: Alex Glass (Lab)'],['# ALTERNATIVE NAME 4: Alex Glass (Lab)'],0,0,0
66,glasgow2007 preflib/Craigtonward_craigton.csv,['# ALTERNATIVE NAME 5: Matthew John Kerr (Lab)'],['# ALTERNATIVE NAME 5: Matthew John Kerr (Lab)'],['# ALTERNATIVE NAME 5: Matthew John Kerr (Lab)'],['# ALTERNATIVE NAME 5: Matthew John Kerr (Lab)'],0,0,0
67,glasgow2007 preflib/Canalward_canal.csv,['# ALTERNATIVE NAME 4: Ellen Hurcombe (Lab)'],['# ALTERNATIVE NAME 4: Ellen Hurcombe (Lab)'],['# ALTERNATIVE NAME 4: Ellen Hurcombe (Lab)'],['# ALTERNATIVE NAME 4: Ellen Hurcombe (Lab)'],0,0,0
68,glasgow2007 preflib/NorthEast_north east.csv,['# ALTERNATIVE NAME 1: Gilbert Davidson (Lab)'],['# ALTERNATIVE NAME 1: Gilbert Davidson (Lab)'],['# ALTERNATIVE NAME 1: Gilbert Davidson (Lab)'],['# ALTERNATIVE NAME 1: Gilbert Davidson (Lab)'],0,0,0
69,glasgow2007 preflib/Andersonward_anderston.csv,['# ALTERNATIVE NAME 3: Philip Braat (Lab)'],['# ALTERNATIVE NAME 3: Philip Braat (Lab)'],['# ALTERNATIVE NAME 3: Philip Braat (Lab)'],['# ALTERNATIVE NAME 3: Philip Braat (Lab)'],0,0,0
70,glasgow2007 preflib/Springburn_springburn.csv,['# ALTERNATIVE NAME 8: Allan Stewart (Lab)'],['# ALTERNATIVE NAME 8: Allan Stewart (Lab)'],['# ALTERNATIVE NAME 8: Allan Stewart (Lab)'],['# ALTERNATIVE NAME 8: Allan Stewart (Lab)'],0,0,0
71,glasgow2007 preflib/Partick_partick.csv,['# ALTERNATIVE NAME 6: Christopher Mason (LD)'],['# ALTERNATIVE NAME 6: Christopher Mason (LD)'],['# ALTERNATIVE NAME 6: Christopher Mason (LD)'],['# ALTERNATIVE NAME 6: Christopher Mason (LD)'],0,0,0
72,glasgow2007 preflib/EastCentre_eastcentre.csv,['# ALTERNATIVE NAME 2: Patricia Chalmers (Lab)'],['# ALTERNATIVE NAME 2: Patricia Chalmers (Lab)'],['# ALTERNATIVE NAME 2: Patricia Chalmers (Lab)'],['# ALTERNATIVE NAME 2: Patricia Chalmers (Lab)'],0,0,0
73,glasgow2007 preflib/Newlands_newlands.csv,['# ALTERNATIVE NAME 4: Stephen Curran (Lab)'],['# ALTERNATIVE NAME 4: Stephen Curran (Lab)'],['# ALTERNATIVE NAME 4: Stephen Curran (Lab)'],['# ALTERNATIVE NAME 4: Stephen Curran (Lab)'],0,0,0
74,glasgow2007 preflib/Hillhead_hillhead.csv,['# ALTERNATIVE NAME 10: Martha Ferguson Wardrop (Grn)'],['# ALTERNATIVE NAME 10: Martha Ferguson Wardrop (Grn)'],['# ALTERNATIVE NAME 10: Martha Ferguson Wardrop (Grn)'],['# ALTERNATIVE NAME 10: Martha Ferguson Wardrop (Grn)'],0,0,0
75,glasgow2007 preflib/Caltonward_calton.csv,['# ALTERNATIVE NAME 8: George Redmond (Lab)'],['# ALTERNATIVE NAME 8: George Redmond (Lab)'],['# ALTERNATIVE NAME 8: George Redmond (Lab)'],['# ALTERNATIVE NAME 8: George Redmond (Lab)'],0,0,0
76,glasgow2007 preflib/Shettleston_shettleston.csv,['# ALTERNATIVE NAME 7: Tom Mckeown (Lab)'],['# ALTERNATIVE NAME 7: Tom Mckeown (Lab)'],['# ALTERNATIVE NAME 7: Tom Mckeown (Lab)'],['# ALTERNATIVE NAME 7: Tom Mckeown (Lab)'],0,0,0
77,glasgow2007 preflib/Drumchapel_drumchapel.csv,['# ALTERNATIVE NAME 1: Paul Carey (Lab)'],['# ALTERNATIVE NAME 1: Paul Carey (Lab)'],['# ALTERNATIVE NAME 1: Paul Carey (Lab)'],['# ALTERNATIVE NAME 1: Paul Carey (Lab)'],0,0,0
78,glasgow2007 preflib/Garscadden_garscadden.csv,['# ALTERNATIVE NAME 2: Liz Cameron (Lab)'],['# ALTERNATIVE NAME 2: Liz Cameron (Lab)'],['# ALTERNATIVE NAME 2: Liz Cameron (Lab)'],['# ALTERNATIVE NAME 2: Liz Cameron (Lab)'],0,0,0
79,glasgow2007 preflib/Maryhill_maryhill.csv,['# ALTERNATIVE NAME 1: Alex Dingwall (SNP)'],['# ALTERNATIVE NAME 1: Alex Dingwall (SNP)'],['# ALTERNATIVE NAME 1: Alex Dingwall (SNP)'],['# ALTERNATIVE NAME 1: Alex Dingwall (SNP)'],0,0,0
80,fife12-ballots/GlenrothesWestAndKinglassieWard_fife12-14.csv,['Betty CAMPBELL (Lab)'],['Betty CAMPBELL (Lab)'],['Betty CAMPBELL (Lab)'],['Betty CAMPBELL (Lab)'],0,0,0
81,fife12-ballots/GlenrothesCentralAndThorntonWard_fife12-16.csv,['Ross VETTRAINO (SNP)'],['Ross VETTRAINO (SNP)'],['Ian CRICHTON (Lab)'],"['Ross VETTRAINO (SNP)', 'Ian SLOAN (Lab)', 'Ian CRICHTON (Lab)']",100,100,28
82,fife12-ballots/RosythWard_fife12-05.csv,['Pat CALLAGHAN (Lab)'],['Pat CALLAGHAN (Lab)'],['Pat CALLAGHAN (Lab)'],['Pat CALLAGHAN (Lab)'],0,0,0
83,fife12-ballots/HoweOfFifeAndTayCoastWard_fife12-17.csv,['Donald LOTHIAN (LD)'],['Donald LOTHIAN (LD)'],['Donald LOTHIAN (LD)'],['Donald LOTHIAN (LD)'],0,0,0
84,fife12-ballots/EastNeukAndLandwardWard_fife12-20.csv,['Elizabeth RICHES (LD)'],['Elizabeth RICHES (LD)'],['Elizabeth RICHES (LD)'],['Elizabeth RICHES (LD)'],0,0,0
85,fife12-ballots/LevenKennowayAndLargoWard_fife12-22.csv,['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],0,0,0
86,fife12-ballots/BurntislandKinghornAndWesternKirkcaldyWard_fife12-10.csv,['Peter GEORGE (Lab)'],['Peter GEORGE (Lab)'],['Peter GEORGE (Lab)'],['Peter GEORGE (Lab)'],0,0,0
87,fife12-ballots/BuckhavenMethilAndWemyssVillagesWard_fife12-23.csv,['David GRAHAM (Lab)'],['David GRAHAM (Lab)'],['David GRAHAM (Lab)'],['David GRAHAM (Lab)'],0,0,0
88,fife12-ballots/WestFifeAndCoastalVillagesWard_fife12-01.csv,['Bobby CLELLAND (Lab)'],['Bobby CLELLAND (Lab)'],['Bobby CLELLAND (Lab)'],['Bobby CLELLAND (Lab)'],0,0,0
89,fife12-ballots/InverkeithingAndDalgetyBayWard_fife12-06.csv,['Alice MCGARRY (SNP)'],['Alice MCGARRY (SNP)'],['Alice MCGARRY (SNP)'],['Alice MCGARRY (SNP)'],0,0,0
90,fife12-ballots/KirkcaldyNorthWard_fife12-11.csv,['Neil CROOKS (Lab)'],['Neil CROOKS (Lab)'],['Neil CROOKS (Lab)'],['Neil CROOKS (Lab)'],0,0,0
91,fife12-ballots/TayBridgeheadWard_fife12-18.csv,['Tim BRETT (LD)'],['Tim BRETT (LD)'],['Tim BRETT (LD)'],['Tim BRETT (LD)'],0,0,0
92,fife12-ballots/CuparWard_fife12-21.csv,['Bryan POOLE (Ind)'],['Bryan POOLE (Ind)'],['Bryan POOLE (Ind)'],['Bryan POOLE (Ind)'],0,0,0
93,fife12-ballots/GlenrothesNorthLeslieAndMarkinchWard_fife12-15.csv,['Fiona GRANT (SNP)'],['Fiona GRANT (SNP)'],['Fiona GRANT (SNP)'],['Fiona GRANT (SNP)'],0,0,0
94,fife12-ballots/DunfermlineSouthWard_fife12-04.csv,['Cara HILTON (Lab)'],['Cara HILTON (Lab)'],['Cara HILTON (Lab)'],['Cara HILTON (Lab)'],0,0,0
95,fife12-ballots/TheLochsWard_fife12-07.csv,['Alex ROWLEY (Lab)'],['Alex ROWLEY (Lab)'],['Alex ROWLEY (Lab)'],['Alex ROWLEY (Lab)'],0,0,0
96,fife12-ballots/StAndrewsWard_fife12-19.csv,['Frances MELVILLE (LD)'],['Frances MELVILLE (LD)'],['Frances MELVILLE (LD)'],['Frances MELVILLE (LD)'],0,0,0
97,fife12-ballots/DunfermlineNorthWard_fife12-02.csv,['Helen LAW (Lab)'],['Helen LAW (Lab)'],['Helen LAW (Lab)'],['Helen LAW (Lab)'],0,0,0
98,fife12-ballots/DunfermlineCentralWard_fife12-03.csv,['Jim LEISHMAN (Lab)'],['Jim LEISHMAN (Lab)'],['Jim LEISHMAN (Lab)'],['Jim LEISHMAN (Lab)'],0,0,0
99,fife12-ballots/CowdenbeathWard_fife12-08.csv,['Peter LOCKHART (Lab)'],['Peter LOCKHART (Lab)'],['Peter LOCKHART (Lab)'],['Peter LOCKHART (Lab)'],0,0,0
100,fife12-ballots/KirkcaldyCentralWard_fife12-12.csv,['Judy HAMILTON (Lab)'],['Judy HAMILTON (Lab)'],['Judy HAMILTON (Lab)'],['Judy HAMILTON (Lab)'],0,0,0
101,fife12-ballots/LochgellyAndCardendenWard_fife12-09.csv,['Linda ERSKINE (Lab)'],['Linda ERSKINE (Lab)'],['Linda ERSKINE (Lab)'],['Linda ERSKINE (Lab)'],0,0,0
102,fife12-ballots/KirkcaldyEastWard_fife12-13.csv,['Lawrence BROWN (Lab)'],['Lawrence BROWN (Lab)'],['Lawrence BROWN (Lab)'],['Lawrence BROWN (Lab)'],0,0,0
103,e-lothian12-ballots/Ward5NorthBerwickCoastal_e-lothian12-05.csv,['Tim DAY (Con)'],['Tim DAY (Con)'],['Tim DAY (Con)'],['Tim DAY (Con)'],0,0,0
104,e-lothian12-ballots/Ward2MusselburghEastandCarberry_e-lothian12-02.csv,['Andy FORREST (Lab)'],['Andy FORREST (Lab)'],['Andy FORREST (Lab)'],['Andy FORREST (Lab)'],0,0,0
105,e-lothian12-ballots/Ward4Fa'side_e-lothian12-04.csv,['Jim GILLIES (Lab)'],['Jim GILLIES (Lab)'],['Jim GILLIES (Lab)'],['Jim GILLIES (Lab)'],0,0,0
106,e-lothian12-ballots/Ward7DunbarandEastLinton_e-lothian12-07.csv,['Paul Stewart MCLENNAN (SNP)'],['Paul Stewart MCLENNAN (SNP)'],['Paul Stewart MCLENNAN (SNP)'],['Paul Stewart MCLENNAN (SNP)'],0,0,0
107,e-lothian12-ballots/Ward3Preston-Seton-Gosford_e-lothian12-03.csv,['Willie INNES (Lab)'],['Willie INNES (Lab)'],['Willie INNES (Lab)'],['Willie INNES (Lab)'],0,0,0
108,e-lothian12-ballots/Ward6HaddingtonandLammermuir_e-lothian12-06.csv,['John MCMILLAN (Lab)'],['John MCMILLAN (Lab)'],['John MCMILLAN (Lab)'],['John MCMILLAN (Lab)'],0,0,0
109,e-lothian12-ballots/Ward1MusselburghWest_e-lothian12-01.csv,['Johnnie MCNEIL (Lab)'],['Johnnie MCNEIL (Lab)'],['Johnnie MCNEIL (Lab)'],['Johnnie MCNEIL (Lab)'],0,0,0
110,"e-renfs17-ballots/Clarkston,NetherleeandWilliamwood_e-renfs17-4.csv",['David MACDONALD (Ind)'],['David MACDONALD (Ind)'],['David MACDONALD (Ind)'],['David MACDONALD (Ind)'],0,0,0
111,e-renfs17-ballots/NewtonMearnsSouthandEaglesham_e-renfs17-5.csv,['Jim SWIFT (Con)'],['Jim SWIFT (Con)'],['Jim SWIFT (Con)'],['Jim SWIFT (Con)'],0,0,0
112,"e-renfs17-ballots/Barrhead,LibosideandUplawmoor_e-renfs17-1.csv",['Danny DEVLIN (Ind)'],['Danny DEVLIN (Ind)'],['Danny DEVLIN (Ind)'],['Danny DEVLIN (Ind)'],0,0,0
113,e-renfs17-ballots/NewtonMearnsNorthandNeilston_e-renfs17-2.csv,['Charlie GILBERT (Con)'],['Charlie GILBERT (Con)'],['Charlie GILBERT (Con)'],['Charlie GILBERT (Con)'],0,0,0
114,e-renfs17-ballots/GiffnockandThornliebank_e-renfs17-3.csv,['Gordon WALLACE (Con)'],['Gordon WALLACE (Con)'],['Gordon WALLACE (Con)'],['Gordon WALLACE (Con)'],0,0,0
115,moray22/Ward5-HeldonandLaich_file141902.csv,['James ALLAN (Con)'],['James ALLAN (Con)'],['James ALLAN (Con)'],['James ALLAN (Con)'],0,0,0
116,moray22/Ward8-Forres_file141922.csv,['Scott LAWRENCE (SNP)'],['Scott LAWRENCE (SNP)'],['Scott LAWRENCE (SNP)'],['Scott LAWRENCE (SNP)'],0,0,0
117,moray22/Ward7-ElginCitySouth_file141915.csv,['John DIVERS (Lab)'],['John DIVERS (Lab)'],['John DIVERS (Lab)'],['John DIVERS (Lab)'],0,0,0
118,moray22/Ward6-ElginCityNorth_file141913.csv,['Sandy KEITH (Lab)'],['Sandy KEITH (Lab)'],['Sandy KEITH (Lab)'],['Sandy KEITH (Lab)'],0,0,0
