voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Martin ROONEY Scottish Labour Party,Drew MACEOGHAINN West Dunbartonshire Community Party,Jonathan MCCOLL Scottish National Party (SNP),Hazel SORRELL Scottish Labour Party,Sally PAGE Scottish Conservative and Unionist,3
1,Martin ROONEY Scottish Labour Party,Drew MACEOGHAINN West Dunbartonshire Community Party,Jonathan MCCOLL Scottish National Party (SNP),Hazel SORRELL Scottish Labour Party,Sally PAGE Scottish Conservative and Unionist,3
2,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
3,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
4,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
5,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
6,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
7,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
8,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
9,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
10,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
11,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
12,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
13,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
14,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
15,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
16,Sally PAGE Scottish Conservative and Unionist,Drew MACEOGHAINN West Dunbartonshire Community Party,Hazel SORRELL Scottish Labour Party,skipped,skipped,3
17,Martin ROONEY Scottish Labour Party,Sally PAGE Scottish Conservative and Unionist,skipped,skipped,skipped,3
18,Martin ROONEY Scottish Labour Party,Sally PAGE Scottish Conservative and Unionist,skipped,skipped,skipped,3
19,Martin ROONEY Scottish Labour Party,Sally PAGE Scottish Conservative and Unionist,skipped,skipped,skipped,3
20,Martin ROONEY Scottish Labour Party,Sally PAGE Scottish Conservative and Unionist,skipped,skipped,skipped,3
