voterId,rank1,rank2,rank3,numSeats,numCands
0,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
1,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
2,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
3,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
4,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
5,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
6,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
7,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
8,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
9,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
10,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
11,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
12,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
13,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
14,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
15,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
16,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
17,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
18,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
19,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
20,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
21,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
22,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
23,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
24,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
25,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
26,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
27,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
28,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
29,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
30,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
31,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
32,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
33,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
34,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
35,Kenny BARKER Scottish (Con) and Unionist,skipped,skipped,2,3
36,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
37,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
38,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
39,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
40,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
41,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
42,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
43,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
44,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
45,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
46,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
47,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
48,Kenny BARKER Scottish (Con) and Unionist,Mustapha HOCINE (Ind),skipped,2,3
