voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Morag DALY (LD),skipped,skipped,skipped,skipped,3
1,Morag DALY (LD),skipped,skipped,skipped,skipped,3
2,Morag DALY (LD),skipped,skipped,skipped,skipped,3
3,Morag DALY (LD),skipped,skipped,skipped,skipped,3
4,Morag DALY (LD),skipped,skipped,skipped,skipped,3
5,Morag DALY (LD),skipped,skipped,skipped,skipped,3
6,Morag DALY (LD),skipped,skipped,skipped,skipped,3
7,Morag DALY (LD),skipped,skipped,skipped,skipped,3
8,Morag DALY (LD),skipped,skipped,skipped,skipped,3
9,Morag DALY (LD),skipped,skipped,skipped,skipped,3
10,Morag DALY (LD),skipped,skipped,skipped,skipped,3
11,Morag DALY (LD),skipped,skipped,skipped,skipped,3
12,Morag DALY (LD),John DEMPSEY (Lab),skipped,skipped,skipped,3
13,Morag DALY (LD),John DEMPSEY (Lab),skipped,skipped,skipped,3
14,Morag DALY (LD),John DEMPSEY (Lab),skipped,skipped,skipped,3
15,Morag DALY (LD),John DEMPSEY (Lab),Charles KENNEDY (EDIA),skipped,skipped,3
16,Morag DALY (LD),John DEMPSEY (Lab),Charles KENNEDY (EDIA),skipped,skipped,3
17,Morag DALY (LD),John DEMPSEY (Lab),Charles KENNEDY (EDIA),skipped,skipped,3
18,Morag DALY (LD),John DEMPSEY (Lab),Charles KENNEDY (EDIA),skipped,skipped,3
19,Morag DALY (LD),John DEMPSEY (Lab),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),skipped,3
20,Morag DALY (LD),John DEMPSEY (Lab),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),David RITCHIE (SNP),3
21,Morag DALY (LD),John DEMPSEY (Lab),Charles KENNEDY (EDIA),David RITCHIE (SNP),Andrew LOTHIAN (Con),3
22,Morag DALY (LD),John DEMPSEY (Lab),Andrew LOTHIAN (Con),Charles KENNEDY (EDIA),David RITCHIE (SNP),3
23,Morag DALY (LD),John DEMPSEY (Lab),Andrew LOTHIAN (Con),David RITCHIE (SNP),Charles KENNEDY (EDIA),3
24,Morag DALY (LD),John DEMPSEY (Lab),David RITCHIE (SNP),skipped,skipped,3
25,Morag DALY (LD),John DEMPSEY (Lab),David RITCHIE (SNP),skipped,skipped,3
26,Morag DALY (LD),John DEMPSEY (Lab),David RITCHIE (SNP),skipped,skipped,3
27,Morag DALY (LD),John DEMPSEY (Lab),David RITCHIE (SNP),Andrew LOTHIAN (Con),skipped,3
28,Morag DALY (LD),John DEMPSEY (Lab),David RITCHIE (SNP),Andrew LOTHIAN (Con),skipped,3
29,Morag DALY (LD),Charles KENNEDY (EDIA),skipped,skipped,skipped,3
30,Morag DALY (LD),Charles KENNEDY (EDIA),skipped,skipped,skipped,3
31,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),skipped,skipped,3
32,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),skipped,skipped,3
33,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),skipped,skipped,3
34,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),skipped,skipped,3
35,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),skipped,skipped,3
36,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),skipped,skipped,3
37,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),skipped,skipped,3
38,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),Andrew LOTHIAN (Con),David RITCHIE (SNP),3
39,Morag DALY (LD),Charles KENNEDY (EDIA),John DEMPSEY (Lab),David RITCHIE (SNP),skipped,3
40,Morag DALY (LD),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),skipped,skipped,3
41,Morag DALY (LD),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),skipped,skipped,3
42,Morag DALY (LD),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),skipped,skipped,3
43,Morag DALY (LD),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),skipped,skipped,3
44,Morag DALY (LD),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),John DEMPSEY (Lab),skipped,3
45,Morag DALY (LD),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),David RITCHIE (SNP),John DEMPSEY (Lab),3
46,Morag DALY (LD),Charles KENNEDY (EDIA),David RITCHIE (SNP),skipped,skipped,3
47,Morag DALY (LD),Charles KENNEDY (EDIA),David RITCHIE (SNP),skipped,skipped,3
48,Morag DALY (LD),Charles KENNEDY (EDIA),David RITCHIE (SNP),skipped,skipped,3
49,Morag DALY (LD),Charles KENNEDY (EDIA),David RITCHIE (SNP),skipped,skipped,3
50,Morag DALY (LD),Charles KENNEDY (EDIA),David RITCHIE (SNP),skipped,skipped,3
51,Morag DALY (LD),Charles KENNEDY (EDIA),David RITCHIE (SNP),skipped,skipped,3
52,Morag DALY (LD),Charles KENNEDY (EDIA),David RITCHIE (SNP),Andrew LOTHIAN (Con),skipped,3
53,Morag DALY (LD),Andrew LOTHIAN (Con),skipped,skipped,skipped,3
54,Morag DALY (LD),Andrew LOTHIAN (Con),skipped,skipped,skipped,3
55,Morag DALY (LD),Andrew LOTHIAN (Con),skipped,skipped,skipped,3
56,Morag DALY (LD),Andrew LOTHIAN (Con),skipped,skipped,skipped,3
57,Morag DALY (LD),Andrew LOTHIAN (Con),skipped,skipped,skipped,3
58,Morag DALY (LD),Andrew LOTHIAN (Con),John DEMPSEY (Lab),skipped,skipped,3
59,Morag DALY (LD),Andrew LOTHIAN (Con),John DEMPSEY (Lab),David RITCHIE (SNP),Charles KENNEDY (EDIA),3
60,Morag DALY (LD),Andrew LOTHIAN (Con),John DEMPSEY (Lab),David RITCHIE (SNP),Charles KENNEDY (EDIA),3
61,Morag DALY (LD),Andrew LOTHIAN (Con),Charles KENNEDY (EDIA),skipped,skipped,3
62,Morag DALY (LD),Andrew LOTHIAN (Con),Charles KENNEDY (EDIA),skipped,skipped,3
63,Morag DALY (LD),Andrew LOTHIAN (Con),Charles KENNEDY (EDIA),David RITCHIE (SNP),John DEMPSEY (Lab),3
64,Morag DALY (LD),Andrew LOTHIAN (Con),David RITCHIE (SNP),skipped,skipped,3
65,Morag DALY (LD),Andrew LOTHIAN (Con),David RITCHIE (SNP),skipped,skipped,3
66,Morag DALY (LD),Andrew LOTHIAN (Con),David RITCHIE (SNP),John DEMPSEY (Lab),skipped,3
67,Morag DALY (LD),Andrew LOTHIAN (Con),David RITCHIE (SNP),John DEMPSEY (Lab),Charles KENNEDY (EDIA),3
68,Morag DALY (LD),Andrew LOTHIAN (Con),David RITCHIE (SNP),John DEMPSEY (Lab),Charles KENNEDY (EDIA),3
69,Morag DALY (LD),Andrew LOTHIAN (Con),David RITCHIE (SNP),John DEMPSEY (Lab),Charles KENNEDY (EDIA),3
70,Morag DALY (LD),David RITCHIE (SNP),skipped,skipped,skipped,3
71,Morag DALY (LD),David RITCHIE (SNP),skipped,skipped,skipped,3
72,Morag DALY (LD),David RITCHIE (SNP),skipped,skipped,skipped,3
73,Morag DALY (LD),David RITCHIE (SNP),skipped,skipped,skipped,3
74,Morag DALY (LD),David RITCHIE (SNP),skipped,skipped,skipped,3
75,Morag DALY (LD),David RITCHIE (SNP),skipped,skipped,skipped,3
76,Morag DALY (LD),David RITCHIE (SNP),skipped,skipped,skipped,3
77,Morag DALY (LD),David RITCHIE (SNP),skipped,skipped,skipped,3
78,Morag DALY (LD),David RITCHIE (SNP),John DEMPSEY (Lab),skipped,skipped,3
79,Morag DALY (LD),David RITCHIE (SNP),John DEMPSEY (Lab),skipped,skipped,3
80,Morag DALY (LD),David RITCHIE (SNP),John DEMPSEY (Lab),skipped,skipped,3
81,Morag DALY (LD),David RITCHIE (SNP),John DEMPSEY (Lab),skipped,skipped,3
82,Morag DALY (LD),David RITCHIE (SNP),John DEMPSEY (Lab),skipped,skipped,3
83,Morag DALY (LD),David RITCHIE (SNP),John DEMPSEY (Lab),skipped,skipped,3
84,Morag DALY (LD),David RITCHIE (SNP),John DEMPSEY (Lab),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),3
85,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),skipped,skipped,3
86,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),skipped,skipped,3
87,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),skipped,skipped,3
88,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),skipped,skipped,3
89,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),skipped,skipped,3
90,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),skipped,skipped,3
91,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),skipped,skipped,3
92,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),John DEMPSEY (Lab),skipped,3
93,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),John DEMPSEY (Lab),3
94,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),John DEMPSEY (Lab),3
95,Morag DALY (LD),David RITCHIE (SNP),Charles KENNEDY (EDIA),Andrew LOTHIAN (Con),John DEMPSEY (Lab),3
96,Morag DALY (LD),David RITCHIE (SNP),Andrew LOTHIAN (Con),skipped,skipped,3
97,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
98,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
99,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
100,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
101,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
102,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
103,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
104,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
105,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
106,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
107,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
108,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
109,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
110,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
111,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
112,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
113,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
114,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
115,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
116,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
117,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
118,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
119,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
120,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
121,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
122,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
123,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
124,John DEMPSEY (Lab),skipped,skipped,skipped,skipped,3
