voter_id,rank1,rank2,rank3,rank4,num_positions
0,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
1,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
2,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
3,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
4,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
5,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
6,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
7,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
8,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
9,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
10,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
11,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
12,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
13,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
14,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
15,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
16,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
17,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
18,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
19,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
20,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
21,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
22,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
23,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
24,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
25,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
26,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
27,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
28,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
29,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
30,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
31,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
32,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
33,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
34,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
35,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
36,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
37,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
38,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
39,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
40,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
41,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
42,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
43,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
44,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
45,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
46,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
47,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
48,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
49,Tommy MACPHERSON Scottish Conservative and Unionist,Rory COLVILLE Scottish Liberal Democrats,Donald KELLY Independent,skipped,3
50,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
51,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
52,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
53,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
54,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
55,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
56,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
57,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
58,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
59,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
60,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
61,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
62,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
63,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
64,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
65,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
66,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
67,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
68,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
69,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
70,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
71,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
72,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
73,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
74,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
75,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
76,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
77,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
78,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
79,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
80,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
81,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
82,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
83,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
84,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
85,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
86,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
87,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
88,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
89,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
90,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
91,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
92,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
93,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
94,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
95,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
96,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
97,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
98,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
99,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
100,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
101,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
102,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
103,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
104,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
105,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
106,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
107,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
108,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
109,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
110,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
111,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
112,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
113,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
114,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
115,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
116,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
117,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
118,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
119,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
120,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
121,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
122,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
123,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
124,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
125,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
126,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
127,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
128,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
129,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
130,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
131,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
132,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
133,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
134,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
135,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
136,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
137,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
138,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
139,Tommy MACPHERSON Scottish Conservative and Unionist,Donald KELLY Independent,skipped,skipped,3
